*** pb_100rnd0600.dat ****
VALUE KNAP: 116.00
VALUE MINKNAP: 116.00
VALUE KNAP: 78.50
VALUE MINKNAP: 78.50
VALUE KNAP: 75.61
VALUE MINKNAP: 75.61
VALUE KNAP: 71.51
VALUE MINKNAP: 71.51
VALUE KNAP: 71.32
VALUE MINKNAP: 71.32
VALUE KNAP: 70.95
VALUE MINKNAP: 70.95
VALUE KNAP: 67.60
VALUE MINKNAP: 67.60
VALUE KNAP: 66.80
VALUE MINKNAP: 66.80
VALUE KNAP: 66.81
VALUE MINKNAP: 66.81
VALUE KNAP: 66.22
VALUE MINKNAP: 66.22
VALUE KNAP: 66.04
VALUE MINKNAP: 66.04
VALUE KNAP: 65.49
VALUE MINKNAP: 65.49
VALUE KNAP: 65.10
VALUE MINKNAP: 65.10
VALUE KNAP: 64.90
VALUE MINKNAP: 64.90
VALUE KNAP: 64.70
VALUE MINKNAP: 64.70
VALUE KNAP: 64.47
VALUE MINKNAP: 64.47
SI
