*** pb_100rnd1000.dat ****
VALUE MINKNAP: 300.00
VALUE KNAP: 64.00
VALUE MINKNAP: 64.00
VALUE KNAP: 69.57
VALUE MINKNAP: 69.57
VALUE KNAP: 76.83
VALUE MINKNAP: 76.83
VALUE KNAP: 73.05
VALUE MINKNAP: 73.05
VALUE KNAP: 78.98
VALUE MINKNAP: 78.98
VALUE KNAP: 77.24
VALUE MINKNAP: 77.24
VALUE KNAP: 81.68
VALUE MINKNAP: 81.68
VALUE KNAP: 76.47
VALUE MINKNAP: 76.47
VALUE KNAP: 78.12
VALUE MINKNAP: 78.12
VALUE KNAP: 75.62
VALUE MINKNAP: 75.62
VALUE KNAP: 63.42
VALUE MINKNAP: 63.42
VALUE KNAP: 62.18
VALUE MINKNAP: 62.18
VALUE KNAP: 60.52
VALUE MINKNAP: 60.52
VALUE KNAP: 60.62
VALUE MINKNAP: 60.62
VALUE KNAP: 60.21
VALUE MINKNAP: 60.21
VALUE KNAP: 61.07
VALUE MINKNAP: 61.07
VALUE KNAP: 60.10
VALUE MINKNAP: 60.10
VALUE KNAP: 55.19
VALUE MINKNAP: 55.19
VALUE KNAP: 55.30
VALUE MINKNAP: 55.30
VALUE KNAP: 55.01
VALUE MINKNAP: 55.01
VALUE KNAP: 54.50
VALUE MINKNAP: 54.50
VALUE KNAP: 54.85
VALUE MINKNAP: 54.85
VALUE KNAP: 54.56
VALUE MINKNAP: 54.56
VALUE KNAP: 54.76
VALUE MINKNAP: 54.76
VALUE KNAP: 54.64
VALUE MINKNAP: 54.64
VALUE KNAP: 51.86
VALUE MINKNAP: 51.86
VALUE KNAP: 52.54
VALUE MINKNAP: 52.54
VALUE KNAP: 51.87
VALUE MINKNAP: 51.87
VALUE KNAP: 52.15
VALUE MINKNAP: 52.15
VALUE KNAP: 51.90
VALUE MINKNAP: 51.90
VALUE KNAP: 52.17
VALUE MINKNAP: 52.17
VALUE KNAP: 51.87
VALUE MINKNAP: 51.87
VALUE KNAP: 52.21
VALUE MINKNAP: 52.21
VALUE KNAP: 51.82
VALUE MINKNAP: 51.82
VALUE KNAP: 50.98
VALUE MINKNAP: 50.98
VALUE KNAP: 51.12
VALUE MINKNAP: 51.12
VALUE KNAP: 50.93
VALUE MINKNAP: 50.93
VALUE KNAP: 51.09
VALUE MINKNAP: 51.09
VALUE KNAP: 50.92
VALUE MINKNAP: 50.92
VALUE KNAP: 51.10
VALUE MINKNAP: 51.10
VALUE KNAP: 50.91
VALUE MINKNAP: 50.91
VALUE KNAP: 51.09
VALUE MINKNAP: 51.09
VALUE KNAP: 50.93
VALUE MINKNAP: 50.94
VALUE KNAP: 50.53
VALUE MINKNAP: 50.53
VALUE KNAP: 50.62
VALUE MINKNAP: 50.62
VALUE KNAP: 50.51
VALUE MINKNAP: 50.51
VALUE KNAP: 50.58
VALUE MINKNAP: 50.58
VALUE KNAP: 50.50
VALUE MINKNAP: 50.50
VALUE KNAP: 50.58
VALUE MINKNAP: 50.58
VALUE KNAP: 50.50
VALUE MINKNAP: 50.50
VALUE KNAP: 50.57
VALUE MINKNAP: 50.57
VALUE KNAP: 50.50
VALUE MINKNAP: 50.50
VALUE KNAP: 50.29
VALUE MINKNAP: 50.29
VALUE KNAP: 50.37
VALUE MINKNAP: 50.37
VALUE KNAP: 50.28
VALUE MINKNAP: 50.28
VALUE KNAP: 50.35
VALUE MINKNAP: 50.35
VALUE KNAP: 50.29
VALUE MINKNAP: 50.29
VALUE KNAP: 50.34
VALUE MINKNAP: 50.34
VALUE KNAP: 50.29
VALUE MINKNAP: 50.29
VALUE KNAP: 50.34
VALUE MINKNAP: 50.34
VALUE KNAP: 50.29
VALUE MINKNAP: 50.29
VALUE KNAP: 50.19
VALUE MINKNAP: 50.19
VALUE KNAP: 50.23
VALUE MINKNAP: 50.23
VALUE KNAP: 50.19
VALUE MINKNAP: 50.19
VALUE KNAP: 50.22
VALUE MINKNAP: 50.22
VALUE KNAP: 50.20
VALUE MINKNAP: 50.20
VALUE KNAP: 50.22
VALUE MINKNAP: 50.22
VALUE KNAP: 50.20
VALUE MINKNAP: 50.20
VALUE KNAP: 50.21
VALUE MINKNAP: 50.21
VALUE KNAP: 50.20
VALUE MINKNAP: 50.20
VALUE KNAP: 50.15
VALUE MINKNAP: 50.15
VALUE KNAP: 50.17
VALUE MINKNAP: 50.17
VALUE KNAP: 50.15
VALUE MINKNAP: 50.15
VALUE KNAP: 50.16
VALUE MINKNAP: 50.16
VALUE KNAP: 50.15
VALUE MINKNAP: 50.15
VALUE KNAP: 50.16
VALUE MINKNAP: 50.16
VALUE KNAP: 50.15
VALUE MINKNAP: 50.15
VALUE KNAP: 50.16
VALUE MINKNAP: 50.16
VALUE KNAP: 50.15
VALUE MINKNAP: 50.15
VALUE KNAP: 50.12
VALUE MINKNAP: 50.13
VALUE KNAP: 50.13
VALUE MINKNAP: 50.13
VALUE KNAP: 50.13
VALUE MINKNAP: 50.13
VALUE KNAP: 50.13
VALUE MINKNAP: 50.13
VALUE KNAP: 50.13
VALUE MINKNAP: 50.13
VALUE KNAP: 50.13
VALUE MINKNAP: 50.13
VALUE KNAP: 50.13
VALUE MINKNAP: 50.12
VALUE KNAP: 50.13
VALUE MINKNAP: 50.13
VALUE KNAP: 50.12
VALUE MINKNAP: 50.12
VALUE KNAP: 50.11
VALUE MINKNAP: 50.11
VALUE KNAP: 50.12
VALUE MINKNAP: 50.12
VALUE KNAP: 50.11
VALUE MINKNAP: 50.11
VALUE KNAP: 50.12
