*** pb_200rnd0500.dat ****
VALUE KNAP: 1003.00
VALUE MINKNAP: 1003.00
VALUE KNAP: 751.00
VALUE MINKNAP: 751.00
VALUE KNAP: 677.07
VALUE MINKNAP: 677.07
VALUE KNAP: 662.21
VALUE MINKNAP: 662.21
VALUE KNAP: 589.24
VALUE MINKNAP: 589.24
VALUE KNAP: 604.99
VALUE MINKNAP: 604.99
VALUE KNAP: 535.02
VALUE MINKNAP: 535.02
VALUE KNAP: 470.69
VALUE MINKNAP: 470.69
VALUE KNAP: 444.25
VALUE MINKNAP: 444.25
VALUE KNAP: 441.80
VALUE MINKNAP: 441.80
VALUE KNAP: 428.43
VALUE MINKNAP: 428.43
VALUE KNAP: 433.48
VALUE MINKNAP: 433.48
VALUE KNAP: 418.96
VALUE MINKNAP: 418.96
VALUE KNAP: 400.17
VALUE MINKNAP: 400.17
VALUE KNAP: 390.41
VALUE MINKNAP: 390.41
VALUE KNAP: 389.21
VALUE MINKNAP: 389.21
VALUE KNAP: 385.18
VALUE MINKNAP: 385.18
VALUE KNAP: 381.78
VALUE MINKNAP: 381.78
VALUE KNAP: 372.86
VALUE MINKNAP: 372.86
VALUE KNAP: 371.90
VALUE MINKNAP: 371.90
VALUE KNAP: 368.25
VALUE MINKNAP: 368.25
VALUE KNAP: 367.63
VALUE MINKNAP: 367.63
VALUE KNAP: 368.91
VALUE MINKNAP: 368.91
VALUE KNAP: 365.45
VALUE MINKNAP: 365.45
VALUE KNAP: 362.10
VALUE MINKNAP: 362.10
VALUE KNAP: 360.72
VALUE MINKNAP: 360.72
VALUE KNAP: 360.09
VALUE MINKNAP: 360.09
VALUE KNAP: 359.26
VALUE MINKNAP: 359.26
VALUE KNAP: 359.95
VALUE MINKNAP: 359.95
VALUE KNAP: 359.08
VALUE MINKNAP: 359.08
VALUE KNAP: 356.55
VALUE MINKNAP: 356.55
VALUE KNAP: 356.23
VALUE MINKNAP: 356.23
VALUE KNAP: 355.79
VALUE MINKNAP: 355.79
VALUE KNAP: 355.61
VALUE MINKNAP: 355.61
VALUE KNAP: 355.80
VALUE MINKNAP: 355.80
VALUE KNAP: 355.50
VALUE MINKNAP: 355.50
VALUE KNAP: 354.52
VALUE MINKNAP: 354.52
VALUE KNAP: 354.35
VALUE MINKNAP: 354.35
VALUE KNAP: 353.82
VALUE MINKNAP: 353.82
VALUE KNAP: 354.19
VALUE MINKNAP: 354.19
VALUE KNAP: 353.97
VALUE MINKNAP: 353.97
VALUE KNAP: 353.82
VALUE MINKNAP: 353.82
VALUE KNAP: 353.22
VALUE MINKNAP: 353.22
VALUE KNAP: 353.22
VALUE MINKNAP: 353.22
VALUE KNAP: 353.14
VALUE MINKNAP: 353.14
VALUE KNAP: 353.12
VALUE MINKNAP: 353.12
VALUE KNAP: 353.08
VALUE MINKNAP: 353.08
VALUE KNAP: 352.84
VALUE MINKNAP: 352.84
VALUE KNAP: 352.72
VALUE MINKNAP: 352.72
VALUE KNAP: 352.70
VALUE MINKNAP: 352.70
VALUE KNAP: 352.70
VALUE MINKNAP: 352.70
VALUE KNAP: 352.65
VALUE MINKNAP: 352.65
VALUE KNAP: 352.70
VALUE MINKNAP: 352.70
VALUE KNAP: 352.64
VALUE MINKNAP: 352.64
VALUE KNAP: 352.51
VALUE MINKNAP: 352.51
VALUE KNAP: 352.48
VALUE MINKNAP: 352.48
VALUE KNAP: 352.47
VALUE MINKNAP: 352.47
VALUE KNAP: 352.45
VALUE MINKNAP: 352.45
VALUE KNAP: 352.46
VALUE MINKNAP: 352.46
VALUE KNAP: 352.44
VALUE MINKNAP: 352.44
VALUE KNAP: 352.37
VALUE MINKNAP: 352.37
VALUE KNAP: 352.34
VALUE MINKNAP: 352.34
VALUE KNAP: 352.35
VALUE MINKNAP: 352.35
VALUE KNAP: 352.34
VALUE MINKNAP: 352.34
VALUE KNAP: 352.33
VALUE MINKNAP: 352.33
VALUE KNAP: 352.34
VALUE MINKNAP: 352.34
VALUE KNAP: 352.33
VALUE MINKNAP: 352.33
VALUE KNAP: 352.31
VALUE MINKNAP: 352.31
VALUE KNAP: 352.29
VALUE MINKNAP: 352.29
VALUE KNAP: 352.28
VALUE MINKNAP: 352.28
VALUE KNAP: 352.29
VALUE MINKNAP: 352.29
VALUE KNAP: 352.28
VALUE MINKNAP: 352.28
VALUE KNAP: 352.28
VALUE MINKNAP: 352.28
VALUE KNAP: 352.27
VALUE MINKNAP: 352.27
VALUE KNAP: 352.26
VALUE MINKNAP: 352.26
VALUE KNAP: 352.26
VALUE MINKNAP: 352.26
VALUE KNAP: 352.26
VALUE MINKNAP: 352.26
VALUE KNAP: 352.25
VALUE MINKNAP: 352.26
VALUE KNAP: 352.26
VALUE MINKNAP: 352.26
VALUE KNAP: 352.25
VALUE MINKNAP: 352.25
VALUE KNAP: 352.26
VALUE MINKNAP: 352.26
VALUE KNAP: 352.25
VALUE MINKNAP: 352.25
VALUE KNAP: 352.25
VALUE MINKNAP: 352.25
VALUE KNAP: 352.24
VALUE MINKNAP: 352.24
VALUE KNAP: 352.24
VALUE MINKNAP: 352.24
VALUE KNAP: 352.24
