*** pb_1000rnd0700.dat ****
VALUE KNAP: 4118.00
VALUE MINKNAP: 4118.00
VALUE KNAP: 3580.29
VALUE MINKNAP: 3580.29
VALUE KNAP: 3381.84
VALUE MINKNAP: 3381.84
VALUE KNAP: 3242.03
VALUE MINKNAP: 3242.03
VALUE KNAP: 3122.99
VALUE MINKNAP: 3122.99
VALUE KNAP: 3085.70
VALUE MINKNAP: 3085.70
VALUE KNAP: 2804.42
VALUE MINKNAP: 2804.42
VALUE KNAP: 2701.17
VALUE MINKNAP: 2701.17
VALUE KNAP: 2647.62
VALUE MINKNAP: 2647.62
VALUE KNAP: 2612.05
VALUE MINKNAP: 2612.05
VALUE KNAP: 2599.63
VALUE MINKNAP: 2599.63
VALUE KNAP: 2523.48
VALUE MINKNAP: 2523.48
VALUE KNAP: 2506.76
VALUE MINKNAP: 2506.76
VALUE KNAP: 2482.57
VALUE MINKNAP: 2482.57
VALUE KNAP: 2476.91
VALUE MINKNAP: 2476.91
VALUE KNAP: 2469.55
VALUE MINKNAP: 2469.55
VALUE KNAP: 2449.31
VALUE MINKNAP: 2449.31
VALUE KNAP: 2441.70
VALUE MINKNAP: 2441.70
VALUE KNAP: 2435.73
VALUE MINKNAP: 2435.73
VALUE KNAP: 2433.32
VALUE MINKNAP: 2433.32
VALUE KNAP: 2430.36
VALUE MINKNAP: 2430.36
VALUE KNAP: 2421.04
VALUE MINKNAP: 2421.04
VALUE KNAP: 2418.99
VALUE MINKNAP: 2418.99
VALUE KNAP: 2415.76
VALUE MINKNAP: 2415.76
VALUE KNAP: 2414.62
VALUE MINKNAP: 2414.62
VALUE KNAP: 2412.70
VALUE MINKNAP: 2412.70
VALUE KNAP: 2409.04
VALUE MINKNAP: 2409.04
VALUE KNAP: 2408.00
VALUE MINKNAP: 2408.00
VALUE KNAP: 2406.80
VALUE MINKNAP: 2406.80
VALUE KNAP: 2406.17
VALUE MINKNAP: 2406.17
VALUE KNAP: 2405.48
VALUE MINKNAP: 2405.48
VALUE KNAP: 2403.68
VALUE MINKNAP: 2403.68
VALUE KNAP: 2402.87
VALUE MINKNAP: 2402.87
VALUE KNAP: 2402.53
VALUE MINKNAP: 2402.53
VALUE KNAP: 2402.10
VALUE MINKNAP: 2402.10
VALUE KNAP: 2401.78
VALUE MINKNAP: 2401.78
VALUE KNAP: 2400.99
VALUE MINKNAP: 2400.99
VALUE KNAP: 2400.66
VALUE MINKNAP: 2400.66
VALUE KNAP: 2400.43
VALUE MINKNAP: 2400.43
VALUE KNAP: 2400.21
VALUE MINKNAP: 2400.21
VALUE KNAP: 2400.06
VALUE MINKNAP: 2400.06
VALUE KNAP: 2399.66
VALUE MINKNAP: 2399.66
VALUE KNAP: 2399.48
VALUE MINKNAP: 2399.48
VALUE KNAP: 2399.32
VALUE MINKNAP: 2399.32
VALUE KNAP: 2399.26
VALUE MINKNAP: 2399.26
VALUE KNAP: 2399.15
VALUE MINKNAP: 2399.15
VALUE KNAP: 2398.99
VALUE MINKNAP: 2398.99
VALUE KNAP: 2398.87
VALUE MINKNAP: 2398.87
VALUE KNAP: 2398.83
VALUE MINKNAP: 2398.83
VALUE KNAP: 2398.75
VALUE MINKNAP: 2398.75
VALUE KNAP: 2398.74
VALUE MINKNAP: 2398.74
VALUE KNAP: 2398.65
VALUE MINKNAP: 2398.65
VALUE KNAP: 2398.59
VALUE MINKNAP: 2398.59
VALUE KNAP: 2398.56
VALUE MINKNAP: 2398.56
VALUE KNAP: 2398.53
VALUE MINKNAP: 2398.53
VALUE KNAP: 2398.51
