*** pb_100rnd1100.dat ****
VALUE KNAP: 619.00
VALUE MINKNAP: 619.00
VALUE KNAP: 574.57
VALUE MINKNAP: 574.57
VALUE KNAP: 533.90
VALUE MINKNAP: 533.90
VALUE KNAP: 482.53
VALUE MINKNAP: 482.53
VALUE KNAP: 444.20
VALUE MINKNAP: 444.20
VALUE KNAP: 440.33
VALUE MINKNAP: 440.33
VALUE KNAP: 403.59
VALUE MINKNAP: 403.59
VALUE KNAP: 395.91
VALUE MINKNAP: 395.91
VALUE KNAP: 388.04
VALUE MINKNAP: 388.04
VALUE KNAP: 387.40
VALUE MINKNAP: 387.40
VALUE KNAP: 384.65
VALUE MINKNAP: 384.65
VALUE KNAP: 371.02
VALUE MINKNAP: 371.02
VALUE KNAP: 369.49
VALUE MINKNAP: 369.49
VALUE KNAP: 369.00
VALUE MINKNAP: 369.00
VALUE KNAP: 366.05
VALUE MINKNAP: 366.05
VALUE KNAP: 364.81
VALUE MINKNAP: 364.81
VALUE KNAP: 362.05
VALUE MINKNAP: 362.05
VALUE KNAP: 360.15
VALUE MINKNAP: 360.15
VALUE KNAP: 360.78
VALUE MINKNAP: 360.78
VALUE KNAP: 360.45
VALUE MINKNAP: 360.45
VALUE KNAP: 359.23
VALUE MINKNAP: 359.23
VALUE KNAP: 358.22
VALUE MINKNAP: 358.22
VALUE KNAP: 357.46
VALUE MINKNAP: 357.46
VALUE KNAP: 357.12
VALUE MINKNAP: 357.12
VALUE KNAP: 356.84
VALUE MINKNAP: 356.84
VALUE KNAP: 356.50
VALUE MINKNAP: 356.50
VALUE KNAP: 356.45
VALUE MINKNAP: 356.45
VALUE KNAP: 355.72
VALUE MINKNAP: 355.72
VALUE KNAP: 355.58
VALUE MINKNAP: 355.58
VALUE KNAP: 355.36
VALUE MINKNAP: 355.36
VALUE KNAP: 355.25
VALUE MINKNAP: 355.25
VALUE KNAP: 355.09
VALUE MINKNAP: 355.09
VALUE KNAP: 354.78
VALUE MINKNAP: 354.78
VALUE KNAP: 354.75
VALUE MINKNAP: 354.75
VALUE KNAP: 354.63
VALUE MINKNAP: 354.63
VALUE KNAP: 354.59
VALUE MINKNAP: 354.59
VALUE KNAP: 354.52
VALUE MINKNAP: 354.52
VALUE KNAP: 354.43
VALUE MINKNAP: 354.43
VALUE KNAP: 354.33
VALUE MINKNAP: 354.33
VALUE KNAP: 354.27
VALUE MINKNAP: 354.27
VALUE KNAP: 354.29
VALUE MINKNAP: 354.29
VALUE KNAP: 354.24
VALUE MINKNAP: 354.24
VALUE KNAP: 354.21
VALUE MINKNAP: 354.21
VALUE KNAP: 354.16
VALUE MINKNAP: 354.16
VALUE KNAP: 354.13
VALUE MINKNAP: 354.13
VALUE KNAP: 354.08
VALUE MINKNAP: 354.08
VALUE KNAP: 354.08
VALUE MINKNAP: 354.08
VALUE KNAP: 354.07
VALUE MINKNAP: 354.07
VALUE KNAP: 354.03
VALUE MINKNAP: 354.03
VALUE KNAP: 354.02
VALUE MINKNAP: 354.02
VALUE KNAP: 354.01
VALUE MINKNAP: 354.00
VALUE KNAP: 354.00
VALUE MINKNAP: 354.01
VALUE KNAP: 353.99
VALUE MINKNAP: 353.99
VALUE KNAP: 353.99
VALUE MINKNAP: 353.99
VALUE KNAP: 353.97
VALUE MINKNAP: 353.97
VALUE KNAP: 353.96
VALUE MINKNAP: 353.96
VALUE KNAP: 353.96
VALUE MINKNAP: 353.96
VALUE KNAP: 353.95
VALUE MINKNAP: 353.95
VALUE KNAP: 353.95
VALUE MINKNAP: 353.95
VALUE KNAP: 353.94
VALUE MINKNAP: 353.94
VALUE KNAP: 353.94
VALUE MINKNAP: 353.94
VALUE KNAP: 353.94
VALUE MINKNAP: 353.94
VALUE KNAP: 353.93
VALUE MINKNAP: 353.93
VALUE KNAP: 353.93
VALUE MINKNAP: 353.93
VALUE KNAP: 353.93
VALUE MINKNAP: 353.93
VALUE KNAP: 353.93
VALUE MINKNAP: 353.93
VALUE KNAP: 353.93
VALUE MINKNAP: 353.92
VALUE KNAP: 353.93
VALUE MINKNAP: 353.93
VALUE KNAP: 353.92
VALUE MINKNAP: 353.92
VALUE KNAP: 353.92
VALUE MINKNAP: 353.92
VALUE KNAP: 353.92
VALUE MINKNAP: 353.92
VALUE KNAP: 353.92
VALUE MINKNAP: 353.92
VALUE KNAP: 353.92
VALUE MINKNAP: 353.92
VALUE KNAP: 353.92
VALUE MINKNAP: 353.92
VALUE KNAP: 353.92
VALUE MINKNAP: 353.92
VALUE KNAP: 353.92
VALUE MINKNAP: 353.92
VALUE KNAP: 353.92
VALUE MINKNAP: 353.92
VALUE KNAP: 353.92
VALUE MINKNAP: 353.92
VALUE KNAP: 353.92
VALUE MINKNAP: 353.92
VALUE KNAP: 353.92
VALUE MINKNAP: 353.92
VALUE KNAP: 353.92
VALUE MINKNAP: 353.92
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.92
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
VALUE KNAP: 353.91
VALUE MINKNAP: 353.91
