*** pb_200rnd1300.dat ****
VALUE KNAP: 1237.00
VALUE MINKNAP: 1237.00
VALUE KNAP: 1234.49
VALUE MINKNAP: 1234.49
VALUE KNAP: 1108.06
VALUE MINKNAP: 1108.06
VALUE KNAP: 1097.24
VALUE MINKNAP: 1097.24
VALUE KNAP: 1012.32
VALUE MINKNAP: 1012.32
VALUE KNAP: 1026.14
VALUE MINKNAP: 1026.14
VALUE KNAP: 939.78
VALUE MINKNAP: 939.78
VALUE KNAP: 833.32
VALUE MINKNAP: 833.32
VALUE KNAP: 805.03
VALUE MINKNAP: 805.03
VALUE KNAP: 789.44
VALUE MINKNAP: 789.44
VALUE KNAP: 778.60
VALUE MINKNAP: 778.60
VALUE KNAP: 768.13
VALUE MINKNAP: 768.13
VALUE KNAP: 732.22
VALUE MINKNAP: 732.22
VALUE KNAP: 727.88
VALUE MINKNAP: 727.88
VALUE KNAP: 722.77
VALUE MINKNAP: 722.77
VALUE KNAP: 720.22
VALUE MINKNAP: 720.22
VALUE KNAP: 719.43
VALUE MINKNAP: 719.43
VALUE KNAP: 705.93
VALUE MINKNAP: 705.93
VALUE KNAP: 703.73
VALUE MINKNAP: 703.73
VALUE KNAP: 701.86
VALUE MINKNAP: 701.86
VALUE KNAP: 700.52
VALUE MINKNAP: 700.52
VALUE KNAP: 698.07
VALUE MINKNAP: 698.07
VALUE KNAP: 693.74
VALUE MINKNAP: 693.74
VALUE KNAP: 693.32
VALUE MINKNAP: 693.32
VALUE KNAP: 691.93
VALUE MINKNAP: 691.93
VALUE KNAP: 691.71
VALUE MINKNAP: 691.71
VALUE KNAP: 691.32
VALUE MINKNAP: 691.32
VALUE KNAP: 689.21
VALUE MINKNAP: 689.21
VALUE KNAP: 688.58
VALUE MINKNAP: 688.58
VALUE KNAP: 688.23
VALUE MINKNAP: 688.23
VALUE KNAP: 687.86
VALUE MINKNAP: 687.86
VALUE KNAP: 688.00
VALUE MINKNAP: 688.00
VALUE KNAP: 687.59
VALUE MINKNAP: 687.59
VALUE KNAP: 686.40
VALUE MINKNAP: 686.40
VALUE KNAP: 686.20
VALUE MINKNAP: 686.20
VALUE KNAP: 686.00
VALUE MINKNAP: 686.00
VALUE KNAP: 685.65
VALUE MINKNAP: 685.65
VALUE KNAP: 685.81
VALUE MINKNAP: 685.81
VALUE KNAP: 685.59
VALUE MINKNAP: 685.59
VALUE KNAP: 685.03
VALUE MINKNAP: 685.03
VALUE KNAP: 685.01
VALUE MINKNAP: 685.01
VALUE KNAP: 684.79
VALUE MINKNAP: 684.79
VALUE KNAP: 684.80
VALUE MINKNAP: 684.80
VALUE KNAP: 684.79
VALUE MINKNAP: 684.79
VALUE KNAP: 684.68
VALUE MINKNAP: 684.67
VALUE KNAP: 684.47
VALUE MINKNAP: 684.47
VALUE KNAP: 684.40
VALUE MINKNAP: 684.40
VALUE KNAP: 684.30
VALUE MINKNAP: 684.30
VALUE KNAP: 684.30
VALUE MINKNAP: 684.30
VALUE KNAP: 684.30
VALUE MINKNAP: 684.30
VALUE KNAP: 684.29
VALUE MINKNAP: 684.29
VALUE KNAP: 684.14
VALUE MINKNAP: 684.14
VALUE KNAP: 684.09
VALUE MINKNAP: 684.09
VALUE KNAP: 684.09
VALUE MINKNAP: 684.09
VALUE KNAP: 684.06
VALUE MINKNAP: 684.06
VALUE KNAP: 684.06
VALUE MINKNAP: 684.06
VALUE KNAP: 683.99
VALUE MINKNAP: 683.99
VALUE KNAP: 683.97
VALUE MINKNAP: 683.97
VALUE KNAP: 683.96
VALUE MINKNAP: 683.96
VALUE KNAP: 683.96
VALUE MINKNAP: 683.96
VALUE KNAP: 683.95
VALUE MINKNAP: 683.95
VALUE KNAP: 683.95
VALUE MINKNAP: 683.95
VALUE KNAP: 683.93
VALUE MINKNAP: 683.93
VALUE KNAP: 683.91
VALUE MINKNAP: 683.91
VALUE KNAP: 683.90
VALUE MINKNAP: 683.89
VALUE KNAP: 683.89
VALUE MINKNAP: 683.89
VALUE KNAP: 683.89
VALUE MINKNAP: 683.89
VALUE KNAP: 683.89
VALUE MINKNAP: 683.89
VALUE KNAP: 683.89
VALUE MINKNAP: 683.89
VALUE KNAP: 683.87
VALUE MINKNAP: 683.87
VALUE KNAP: 683.87
VALUE MINKNAP: 683.87
VALUE KNAP: 683.86
VALUE MINKNAP: 683.86
VALUE KNAP: 683.86
VALUE MINKNAP: 683.86
VALUE KNAP: 683.86
VALUE MINKNAP: 683.86
VALUE KNAP: 683.86
VALUE MINKNAP: 683.86
VALUE KNAP: 683.86
VALUE MINKNAP: 683.86
VALUE KNAP: 683.85
VALUE MINKNAP: 683.85
VALUE KNAP: 683.86
VALUE MINKNAP: 683.86
VALUE KNAP: 683.86
VALUE MINKNAP: 683.86
VALUE KNAP: 683.85
VALUE MINKNAP: 683.85
VALUE KNAP: 683.84
VALUE MINKNAP: 683.84
VALUE KNAP: 683.84
VALUE MINKNAP: 683.84
VALUE KNAP: 683.84
VALUE MINKNAP: 683.84
VALUE KNAP: 683.84
VALUE MINKNAP: 683.84
VALUE KNAP: 683.84
VALUE MINKNAP: 683.84
VALUE KNAP: 683.84
VALUE MINKNAP: 683.84
VALUE KNAP: 683.84
