*** pb_200rnd1100.dat ****
VALUE KNAP: 928.00
VALUE MINKNAP: 928.00
VALUE KNAP: 815.70
VALUE MINKNAP: 815.70
VALUE KNAP: 739.91
VALUE MINKNAP: 739.91
VALUE KNAP: 724.52
VALUE MINKNAP: 724.52
VALUE KNAP: 710.55
VALUE MINKNAP: 710.55
VALUE KNAP: 674.87
VALUE MINKNAP: 674.87
VALUE KNAP: 632.54
VALUE MINKNAP: 632.54
VALUE KNAP: 616.95
VALUE MINKNAP: 616.95
VALUE KNAP: 609.67
VALUE MINKNAP: 609.67
VALUE KNAP: 604.16
VALUE MINKNAP: 604.16
VALUE KNAP: 600.39
VALUE MINKNAP: 600.39
VALUE KNAP: 588.88
VALUE MINKNAP: 588.88
VALUE KNAP: 585.52
VALUE MINKNAP: 585.52
VALUE KNAP: 582.31
VALUE MINKNAP: 582.31
VALUE KNAP: 581.75
VALUE MINKNAP: 581.75
VALUE KNAP: 581.94
VALUE MINKNAP: 581.94
VALUE KNAP: 578.39
VALUE MINKNAP: 578.39
VALUE KNAP: 575.01
VALUE MINKNAP: 575.01
VALUE KNAP: 574.00
VALUE MINKNAP: 574.00
VALUE KNAP: 574.08
VALUE MINKNAP: 574.08
VALUE KNAP: 573.22
VALUE MINKNAP: 573.22
VALUE KNAP: 573.02
VALUE MINKNAP: 573.02
VALUE KNAP: 572.03
VALUE MINKNAP: 572.03
VALUE KNAP: 570.55
VALUE MINKNAP: 570.55
VALUE KNAP: 570.09
VALUE MINKNAP: 570.09
VALUE KNAP: 569.88
VALUE MINKNAP: 569.88
VALUE KNAP: 570.08
VALUE MINKNAP: 570.08
VALUE KNAP: 569.60
VALUE MINKNAP: 569.60
VALUE KNAP: 569.29
VALUE MINKNAP: 569.29
VALUE KNAP: 568.51
VALUE MINKNAP: 568.51
VALUE KNAP: 568.54
VALUE MINKNAP: 568.54
VALUE KNAP: 568.31
VALUE MINKNAP: 568.31
VALUE KNAP: 568.22
VALUE MINKNAP: 568.22
VALUE KNAP: 568.11
VALUE MINKNAP: 568.11
VALUE KNAP: 567.84
VALUE MINKNAP: 567.84
VALUE KNAP: 567.65
VALUE MINKNAP: 567.65
VALUE KNAP: 567.65
VALUE MINKNAP: 567.65
VALUE KNAP: 567.56
VALUE MINKNAP: 567.56
VALUE KNAP: 567.52
VALUE MINKNAP: 567.52
VALUE KNAP: 567.48
VALUE MINKNAP: 567.48
VALUE KNAP: 567.32
VALUE MINKNAP: 567.32
VALUE KNAP: 567.24
VALUE MINKNAP: 567.24
VALUE KNAP: 567.20
VALUE MINKNAP: 567.20
VALUE KNAP: 567.22
VALUE MINKNAP: 567.22
VALUE KNAP: 567.17
VALUE MINKNAP: 567.17
VALUE KNAP: 567.17
VALUE MINKNAP: 567.17
VALUE KNAP: 567.10
VALUE MINKNAP: 567.10
VALUE KNAP: 567.07
VALUE MINKNAP: 567.07
VALUE KNAP: 567.03
VALUE MINKNAP: 567.03
VALUE KNAP: 567.03
VALUE MINKNAP: 567.03
VALUE KNAP: 567.00
VALUE MINKNAP: 567.00
VALUE KNAP: 566.99
VALUE MINKNAP: 566.99
VALUE KNAP: 566.96
VALUE MINKNAP: 566.95
VALUE KNAP: 566.95
VALUE MINKNAP: 566.95
VALUE KNAP: 566.94
VALUE MINKNAP: 566.94
VALUE KNAP: 566.93
VALUE MINKNAP: 566.93
VALUE KNAP: 566.92
VALUE MINKNAP: 566.92
VALUE KNAP: 566.91
VALUE MINKNAP: 566.91
VALUE KNAP: 566.90
VALUE MINKNAP: 566.90
VALUE KNAP: 566.90
VALUE MINKNAP: 566.90
VALUE KNAP: 566.89
VALUE MINKNAP: 566.89
VALUE KNAP: 566.89
VALUE MINKNAP: 566.89
VALUE KNAP: 566.88
VALUE MINKNAP: 566.88
VALUE KNAP: 566.88
VALUE MINKNAP: 566.88
VALUE KNAP: 566.87
VALUE MINKNAP: 566.87
VALUE KNAP: 566.87
VALUE MINKNAP: 566.87
VALUE KNAP: 566.87
VALUE MINKNAP: 566.87
VALUE KNAP: 566.87
VALUE MINKNAP: 566.87
VALUE KNAP: 566.86
VALUE MINKNAP: 566.86
VALUE KNAP: 566.86
VALUE MINKNAP: 566.86
VALUE KNAP: 566.86
VALUE MINKNAP: 566.86
VALUE KNAP: 566.86
VALUE MINKNAP: 566.86
VALUE KNAP: 566.86
VALUE MINKNAP: 566.86
VALUE KNAP: 566.86
VALUE MINKNAP: 566.86
VALUE KNAP: 566.86
VALUE MINKNAP: 566.86
VALUE KNAP: 566.86
VALUE MINKNAP: 566.86
VALUE KNAP: 566.86
VALUE MINKNAP: 566.86
VALUE KNAP: 566.86
VALUE MINKNAP: 566.86
VALUE KNAP: 566.86
VALUE MINKNAP: 566.86
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.86
VALUE MINKNAP: 566.86
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
VALUE MINKNAP: 566.85
VALUE KNAP: 566.85
