*** pb_500rnd1100.dat ****
VALUE KNAP: 1066.00
VALUE MINKNAP: 1066.00
VALUE KNAP: 1012.49
VALUE MINKNAP: 1012.49
VALUE KNAP: 944.18
VALUE MINKNAP: 944.18
VALUE KNAP: 941.90
VALUE MINKNAP: 941.90
VALUE KNAP: 913.97
VALUE MINKNAP: 913.97
VALUE KNAP: 908.81
VALUE MINKNAP: 908.81
VALUE KNAP: 772.82
VALUE MINKNAP: 772.82
VALUE KNAP: 719.41
VALUE MINKNAP: 719.41
VALUE KNAP: 683.23
VALUE MINKNAP: 683.23
VALUE KNAP: 662.11
VALUE MINKNAP: 662.11
VALUE KNAP: 658.04
VALUE MINKNAP: 658.04
VALUE KNAP: 620.24
VALUE MINKNAP: 620.24
VALUE KNAP: 611.07
VALUE MINKNAP: 611.07
VALUE KNAP: 605.84
VALUE MINKNAP: 605.84
VALUE KNAP: 603.44
VALUE MINKNAP: 603.44
VALUE KNAP: 601.98
VALUE MINKNAP: 601.98
VALUE KNAP: 584.02
VALUE MINKNAP: 584.02
VALUE KNAP: 584.92
VALUE MINKNAP: 584.92
VALUE KNAP: 581.23
VALUE MINKNAP: 581.23
VALUE KNAP: 581.90
VALUE MINKNAP: 581.90
VALUE KNAP: 579.37
VALUE MINKNAP: 579.37
VALUE KNAP: 579.70
VALUE MINKNAP: 579.70
VALUE KNAP: 577.85
VALUE MINKNAP: 577.85
VALUE KNAP: 577.77
VALUE MINKNAP: 577.77
VALUE KNAP: 570.33
VALUE MINKNAP: 570.33
VALUE KNAP: 570.10
VALUE MINKNAP: 570.10
VALUE KNAP: 569.28
VALUE MINKNAP: 569.28
VALUE KNAP: 569.38
VALUE MINKNAP: 569.38
VALUE KNAP: 568.30
VALUE MINKNAP: 568.30
VALUE KNAP: 567.88
VALUE MINKNAP: 567.88
VALUE KNAP: 565.40
VALUE MINKNAP: 565.40
VALUE KNAP: 564.75
VALUE MINKNAP: 564.75
VALUE KNAP: 564.66
VALUE MINKNAP: 564.66
VALUE KNAP: 564.16
VALUE MINKNAP: 564.16
VALUE KNAP: 564.06
VALUE MINKNAP: 564.06
VALUE KNAP: 562.47
VALUE MINKNAP: 562.47
VALUE KNAP: 562.16
VALUE MINKNAP: 562.16
VALUE KNAP: 562.13
VALUE MINKNAP: 562.13
VALUE KNAP: 561.96
VALUE MINKNAP: 561.96
VALUE KNAP: 561.85
VALUE MINKNAP: 561.85
VALUE KNAP: 561.17
VALUE MINKNAP: 561.17
VALUE KNAP: 561.00
VALUE MINKNAP: 561.00
VALUE KNAP: 560.96
VALUE MINKNAP: 560.96
VALUE KNAP: 560.80
VALUE MINKNAP: 560.80
VALUE KNAP: 560.83
VALUE MINKNAP: 560.83
VALUE KNAP: 560.80
VALUE MINKNAP: 560.80
VALUE KNAP: 560.38
VALUE MINKNAP: 560.38
VALUE KNAP: 560.32
VALUE MINKNAP: 560.32
VALUE KNAP: 560.32
VALUE MINKNAP: 560.32
VALUE KNAP: 560.25
VALUE MINKNAP: 560.25
VALUE KNAP: 560.22
VALUE MINKNAP: 560.22
VALUE KNAP: 560.07
VALUE MINKNAP: 560.07
VALUE KNAP: 560.01
VALUE MINKNAP: 560.01
VALUE KNAP: 559.97
VALUE MINKNAP: 559.97
VALUE KNAP: 559.99
VALUE MINKNAP: 559.99
VALUE KNAP: 559.95
VALUE MINKNAP: 559.95
VALUE KNAP: 559.94
VALUE MINKNAP: 559.94
VALUE KNAP: 559.86
VALUE MINKNAP: 559.86
VALUE KNAP: 559.85
VALUE MINKNAP: 559.85
VALUE KNAP: 559.84
VALUE MINKNAP: 559.84
VALUE KNAP: 559.82
VALUE MINKNAP: 559.82
VALUE KNAP: 559.82
VALUE MINKNAP: 559.82
VALUE KNAP: 559.78
VALUE MINKNAP: 559.78
VALUE KNAP: 559.77
VALUE MINKNAP: 559.77
VALUE KNAP: 559.76
VALUE MINKNAP: 559.76
VALUE KNAP: 559.75
VALUE MINKNAP: 559.75
VALUE KNAP: 559.76
VALUE MINKNAP: 559.76
VALUE KNAP: 559.75
VALUE MINKNAP: 559.75
VALUE KNAP: 559.73
VALUE MINKNAP: 559.74
VALUE KNAP: 559.73
VALUE MINKNAP: 559.72
VALUE KNAP: 559.72
VALUE MINKNAP: 559.72
VALUE KNAP: 559.72
VALUE MINKNAP: 559.72
VALUE KNAP: 559.72
VALUE MINKNAP: 559.72
VALUE KNAP: 559.71
VALUE MINKNAP: 559.71
VALUE KNAP: 559.71
VALUE MINKNAP: 559.71
VALUE KNAP: 559.71
VALUE MINKNAP: 559.71
VALUE KNAP: 559.71
VALUE MINKNAP: 559.71
VALUE KNAP: 559.70
VALUE MINKNAP: 559.70
VALUE KNAP: 559.70
VALUE MINKNAP: 559.70
VALUE KNAP: 559.70
VALUE MINKNAP: 559.70
VALUE KNAP: 559.70
VALUE MINKNAP: 559.70
VALUE KNAP: 559.70
VALUE MINKNAP: 559.70
VALUE KNAP: 559.70
VALUE MINKNAP: 559.70
VALUE KNAP: 559.70
VALUE MINKNAP: 559.70
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.70
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.68
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.68
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.68
VALUE MINKNAP: 559.68
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.68
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.68
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.68
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.68
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.68
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.68
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.68
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.68
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
VALUE MINKNAP: 559.69
VALUE KNAP: 559.69
