*** pb_200rnd1800.dat ****
VALUE KNAP: 54.00
VALUE MINKNAP: 54.00
VALUE KNAP: 56.11
VALUE MINKNAP: 56.11
VALUE KNAP: 55.39
VALUE MINKNAP: 55.39
VALUE KNAP: 54.76
VALUE MINKNAP: 54.76
VALUE KNAP: 57.91
VALUE MINKNAP: 57.91
VALUE KNAP: 53.89
VALUE MINKNAP: 53.89
VALUE KNAP: 54.96
VALUE MINKNAP: 54.96
VALUE KNAP: 53.81
VALUE MINKNAP: 53.81
VALUE KNAP: 46.21
VALUE MINKNAP: 46.21
VALUE KNAP: 43.03
VALUE MINKNAP: 43.03
VALUE KNAP: 41.43
VALUE MINKNAP: 41.43
VALUE KNAP: 40.53
VALUE MINKNAP: 40.53
VALUE KNAP: 40.40
VALUE MINKNAP: 40.40
VALUE KNAP: 36.43
VALUE MINKNAP: 36.43
VALUE KNAP: 35.09
VALUE MINKNAP: 35.09
VALUE KNAP: 34.75
VALUE MINKNAP: 34.75
VALUE KNAP: 34.12
VALUE MINKNAP: 34.12
VALUE KNAP: 34.25
VALUE MINKNAP: 34.25
VALUE KNAP: 33.86
VALUE MINKNAP: 33.86
VALUE KNAP: 32.72
VALUE MINKNAP: 32.72
VALUE KNAP: 32.49
VALUE MINKNAP: 32.49
VALUE KNAP: 32.12
VALUE MINKNAP: 32.12
VALUE KNAP: 31.99
VALUE MINKNAP: 31.99
VALUE KNAP: 32.14
VALUE MINKNAP: 32.14
VALUE KNAP: 31.83
VALUE MINKNAP: 31.83
VALUE KNAP: 31.43
VALUE MINKNAP: 31.43
VALUE KNAP: 31.34
VALUE MINKNAP: 31.34
VALUE KNAP: 31.27
VALUE MINKNAP: 31.27
VALUE KNAP: 31.19
VALUE MINKNAP: 31.19
VALUE KNAP: 31.19
VALUE MINKNAP: 31.19
VALUE KNAP: 31.09
VALUE MINKNAP: 31.09
VALUE KNAP: 30.92
VALUE MINKNAP: 30.92
VALUE KNAP: 30.85
VALUE MINKNAP: 30.85
VALUE KNAP: 30.87
VALUE MINKNAP: 30.87
VALUE KNAP: 30.82
VALUE MINKNAP: 30.82
VALUE KNAP: 30.79
VALUE MINKNAP: 30.79
VALUE KNAP: 30.76
VALUE MINKNAP: 30.76
VALUE KNAP: 30.65
VALUE MINKNAP: 30.66
VALUE KNAP: 30.63
VALUE MINKNAP: 30.63
VALUE KNAP: 30.63
VALUE MINKNAP: 30.63
VALUE KNAP: 30.60
VALUE MINKNAP: 30.60
VALUE KNAP: 30.63
VALUE MINKNAP: 30.63
VALUE KNAP: 30.59
VALUE MINKNAP: 30.59
VALUE KNAP: 30.53
VALUE MINKNAP: 30.53
VALUE KNAP: 30.54
VALUE MINKNAP: 30.54
VALUE KNAP: 30.53
VALUE MINKNAP: 30.53
VALUE KNAP: 30.51
VALUE MINKNAP: 30.51
VALUE KNAP: 30.52
VALUE MINKNAP: 30.52
VALUE KNAP: 30.51
VALUE MINKNAP: 30.51
VALUE KNAP: 30.50
VALUE MINKNAP: 30.50
VALUE KNAP: 30.48
VALUE MINKNAP: 30.48
VALUE KNAP: 30.47
VALUE MINKNAP: 30.47
VALUE KNAP: 30.47
VALUE MINKNAP: 30.47
VALUE KNAP: 30.46
VALUE MINKNAP: 30.47
VALUE KNAP: 30.46
VALUE MINKNAP: 30.46
VALUE KNAP: 30.45
VALUE MINKNAP: 30.45
VALUE KNAP: 30.45
VALUE MINKNAP: 30.45
VALUE KNAP: 30.45
VALUE MINKNAP: 30.45
VALUE KNAP: 30.44
VALUE MINKNAP: 30.44
VALUE KNAP: 30.45
VALUE MINKNAP: 30.45
VALUE KNAP: 30.45
VALUE MINKNAP: 30.44
VALUE KNAP: 30.44
VALUE MINKNAP: 30.44
VALUE KNAP: 30.44
VALUE MINKNAP: 30.44
VALUE KNAP: 30.44
VALUE MINKNAP: 30.44
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.42
VALUE KNAP: 30.43
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.43
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.43
VALUE MINKNAP: 30.42
VALUE KNAP: 30.43
VALUE MINKNAP: 30.43
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.43
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.43
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
VALUE KNAP: 30.42
VALUE MINKNAP: 30.42
