*** pb_500rnd1700.dat ****
VALUE KNAP: 1015.00
VALUE MINKNAP: 1015.00
VALUE KNAP: 820.70
VALUE MINKNAP: 820.70
VALUE KNAP: 789.11
VALUE MINKNAP: 789.11
VALUE KNAP: 703.18
VALUE MINKNAP: 703.18
VALUE KNAP: 759.09
VALUE MINKNAP: 759.09
VALUE KNAP: 691.33
VALUE MINKNAP: 691.33
VALUE KNAP: 588.97
VALUE MINKNAP: 588.97
VALUE KNAP: 573.37
VALUE MINKNAP: 573.37
VALUE KNAP: 556.08
VALUE MINKNAP: 556.08
VALUE KNAP: 531.89
VALUE MINKNAP: 531.89
VALUE KNAP: 543.18
VALUE MINKNAP: 543.18
VALUE KNAP: 543.78
VALUE MINKNAP: 543.78
VALUE KNAP: 540.22
VALUE MINKNAP: 540.22
VALUE KNAP: 502.29
VALUE MINKNAP: 502.29
VALUE KNAP: 489.41
VALUE MINKNAP: 489.41
VALUE KNAP: 484.61
VALUE MINKNAP: 484.61
VALUE KNAP: 482.69
VALUE MINKNAP: 482.69
VALUE KNAP: 482.91
VALUE MINKNAP: 482.91
VALUE KNAP: 477.55
VALUE MINKNAP: 477.55
VALUE KNAP: 461.21
VALUE MINKNAP: 461.21
VALUE KNAP: 459.17
VALUE MINKNAP: 459.17
VALUE KNAP: 458.31
VALUE MINKNAP: 458.31
VALUE KNAP: 456.48
VALUE MINKNAP: 456.48
VALUE KNAP: 455.81
VALUE MINKNAP: 455.81
VALUE KNAP: 449.26
VALUE MINKNAP: 449.26
VALUE KNAP: 448.21
VALUE MINKNAP: 448.21
VALUE KNAP: 447.18
VALUE MINKNAP: 447.18
VALUE KNAP: 446.59
VALUE MINKNAP: 446.59
VALUE KNAP: 445.25
VALUE MINKNAP: 445.25
VALUE KNAP: 442.41
VALUE MINKNAP: 442.41
VALUE KNAP: 441.29
VALUE MINKNAP: 441.29
VALUE KNAP: 440.44
VALUE MINKNAP: 440.44
VALUE KNAP: 440.27
VALUE MINKNAP: 440.27
VALUE KNAP: 440.17
VALUE MINKNAP: 440.17
VALUE KNAP: 439.08
VALUE MINKNAP: 439.08
VALUE KNAP: 438.21
VALUE MINKNAP: 438.21
VALUE KNAP: 437.93
VALUE MINKNAP: 437.93
VALUE KNAP: 437.73
VALUE MINKNAP: 437.73
VALUE KNAP: 437.82
VALUE MINKNAP: 437.82
VALUE KNAP: 437.79
VALUE MINKNAP: 437.79
VALUE KNAP: 436.92
VALUE MINKNAP: 436.92
VALUE KNAP: 436.66
VALUE MINKNAP: 436.66
VALUE KNAP: 436.52
VALUE MINKNAP: 436.52
VALUE KNAP: 436.53
VALUE MINKNAP: 436.53
VALUE KNAP: 436.46
VALUE MINKNAP: 436.46
VALUE KNAP: 436.52
VALUE MINKNAP: 436.52
VALUE KNAP: 436.39
VALUE MINKNAP: 436.39
VALUE KNAP: 436.01
VALUE MINKNAP: 436.01
VALUE KNAP: 435.89
VALUE MINKNAP: 435.89
VALUE KNAP: 435.83
VALUE MINKNAP: 435.83
VALUE KNAP: 435.72
VALUE MINKNAP: 435.72
VALUE KNAP: 435.76
VALUE MINKNAP: 435.76
VALUE KNAP: 435.78
VALUE MINKNAP: 435.78
VALUE KNAP: 435.74
VALUE MINKNAP: 435.74
VALUE KNAP: 435.53
VALUE MINKNAP: 435.53
VALUE KNAP: 435.46
VALUE MINKNAP: 435.46
VALUE KNAP: 435.46
VALUE MINKNAP: 435.46
VALUE KNAP: 435.45
VALUE MINKNAP: 435.45
VALUE KNAP: 435.45
VALUE MINKNAP: 435.45
VALUE KNAP: 435.35
VALUE MINKNAP: 435.35
VALUE KNAP: 435.32
VALUE MINKNAP: 435.32
VALUE KNAP: 435.30
VALUE MINKNAP: 435.30
VALUE KNAP: 435.29
VALUE MINKNAP: 435.29
VALUE KNAP: 435.29
VALUE MINKNAP: 435.29
VALUE KNAP: 435.23
VALUE MINKNAP: 435.23
VALUE KNAP: 435.23
VALUE MINKNAP: 435.23
VALUE KNAP: 435.21
VALUE MINKNAP: 435.21
VALUE KNAP: 435.22
VALUE MINKNAP: 435.22
VALUE KNAP: 435.20
VALUE MINKNAP: 435.20
VALUE KNAP: 435.21
VALUE MINKNAP: 435.21
VALUE KNAP: 435.21
VALUE MINKNAP: 435.21
VALUE KNAP: 435.18
VALUE MINKNAP: 435.18
VALUE KNAP: 435.17
VALUE MINKNAP: 435.17
VALUE KNAP: 435.18
VALUE MINKNAP: 435.18
VALUE KNAP: 435.17
VALUE MINKNAP: 435.17
VALUE KNAP: 435.17
VALUE MINKNAP: 435.17
VALUE KNAP: 435.17
VALUE MINKNAP: 435.17
VALUE KNAP: 435.17
VALUE MINKNAP: 435.17
VALUE KNAP: 435.16
VALUE MINKNAP: 435.16
VALUE KNAP: 435.15
VALUE MINKNAP: 435.15
VALUE KNAP: 435.15
VALUE MINKNAP: 435.15
VALUE KNAP: 435.15
VALUE MINKNAP: 435.15
VALUE KNAP: 435.15
VALUE MINKNAP: 435.15
VALUE KNAP: 435.15
VALUE MINKNAP: 435.14
VALUE KNAP: 435.14
VALUE MINKNAP: 435.14
VALUE KNAP: 435.14
VALUE MINKNAP: 435.14
VALUE KNAP: 435.14
VALUE MINKNAP: 435.14
VALUE KNAP: 435.14
VALUE MINKNAP: 435.14
VALUE KNAP: 435.14
VALUE MINKNAP: 435.14
VALUE KNAP: 435.14
VALUE MINKNAP: 435.14
VALUE KNAP: 435.14
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.14
VALUE MINKNAP: 435.14
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.14
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.14
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
VALUE KNAP: 435.13
VALUE MINKNAP: 435.13
