*** pb_500rnd1300.dat ****
VALUE KNAP: 1732.00
VALUE MINKNAP: 1732.00
VALUE KNAP: 1534.65
VALUE MINKNAP: 1534.65
VALUE KNAP: 1467.85
VALUE MINKNAP: 1467.85
VALUE KNAP: 1293.35
VALUE MINKNAP: 1293.35
VALUE KNAP: 1300.49
VALUE MINKNAP: 1300.49
VALUE KNAP: 1223.10
VALUE MINKNAP: 1223.10
VALUE KNAP: 1204.25
VALUE MINKNAP: 1204.25
VALUE KNAP: 1057.64
VALUE MINKNAP: 1057.64
VALUE KNAP: 986.32
VALUE MINKNAP: 986.32
VALUE KNAP: 955.13
VALUE MINKNAP: 955.13
VALUE KNAP: 935.41
VALUE MINKNAP: 935.41
VALUE KNAP: 921.09
VALUE MINKNAP: 921.09
VALUE KNAP: 872.99
VALUE MINKNAP: 872.99
VALUE KNAP: 848.90
VALUE MINKNAP: 848.90
VALUE KNAP: 840.00
VALUE MINKNAP: 840.00
VALUE KNAP: 840.96
VALUE MINKNAP: 840.96
VALUE KNAP: 830.74
VALUE MINKNAP: 830.74
VALUE KNAP: 826.13
VALUE MINKNAP: 826.13
VALUE KNAP: 808.19
VALUE MINKNAP: 808.19
VALUE KNAP: 802.83
VALUE MINKNAP: 802.83
VALUE KNAP: 801.55
VALUE MINKNAP: 801.55
VALUE KNAP: 798.60
VALUE MINKNAP: 798.60
VALUE KNAP: 799.15
VALUE MINKNAP: 799.15
VALUE KNAP: 798.29
VALUE MINKNAP: 798.29
VALUE KNAP: 788.31
VALUE MINKNAP: 788.31
VALUE KNAP: 785.33
VALUE MINKNAP: 785.33
VALUE KNAP: 784.07
VALUE MINKNAP: 784.07
VALUE KNAP: 783.38
VALUE MINKNAP: 783.38
VALUE KNAP: 783.64
VALUE MINKNAP: 783.64
VALUE KNAP: 782.79
VALUE MINKNAP: 782.79
VALUE KNAP: 777.14
VALUE MINKNAP: 777.14
VALUE KNAP: 776.85
VALUE MINKNAP: 776.85
VALUE KNAP: 775.49
VALUE MINKNAP: 775.49
VALUE KNAP: 775.97
VALUE MINKNAP: 775.97
VALUE KNAP: 775.46
VALUE MINKNAP: 775.46
VALUE KNAP: 775.27
VALUE MINKNAP: 775.27
VALUE KNAP: 773.10
VALUE MINKNAP: 773.10
VALUE KNAP: 772.29
VALUE MINKNAP: 772.29
VALUE KNAP: 772.24
VALUE MINKNAP: 772.24
VALUE KNAP: 772.19
VALUE MINKNAP: 772.19
VALUE KNAP: 771.82
VALUE MINKNAP: 771.82
VALUE KNAP: 770.75
VALUE MINKNAP: 770.75
VALUE KNAP: 770.56
VALUE MINKNAP: 770.56
VALUE KNAP: 770.49
VALUE MINKNAP: 770.49
VALUE KNAP: 770.34
VALUE MINKNAP: 770.34
VALUE KNAP: 770.27
VALUE MINKNAP: 770.27
VALUE KNAP: 769.80
VALUE MINKNAP: 769.80
VALUE KNAP: 769.63
VALUE MINKNAP: 769.63
VALUE KNAP: 769.49
VALUE MINKNAP: 769.49
VALUE KNAP: 769.55
VALUE MINKNAP: 769.55
VALUE KNAP: 769.48
VALUE MINKNAP: 769.48
VALUE KNAP: 769.48
VALUE MINKNAP: 769.48
VALUE KNAP: 769.43
VALUE MINKNAP: 769.43
VALUE KNAP: 769.14
VALUE MINKNAP: 769.14
