*** pb_1000rnd0800.dat ****
VALUE KNAP: 1002.00
VALUE MINKNAP: 1002.00
VALUE KNAP: 304.81
VALUE MINKNAP: 304.81
VALUE KNAP: 289.42
VALUE MINKNAP: 289.42
VALUE KNAP: 281.59
VALUE MINKNAP: 281.59
VALUE KNAP: 277.13
VALUE MINKNAP: 277.13
VALUE KNAP: 263.71
VALUE MINKNAP: 263.71
VALUE KNAP: 235.53
VALUE MINKNAP: 235.53
VALUE KNAP: 225.16
VALUE MINKNAP: 225.16
VALUE KNAP: 217.78
VALUE MINKNAP: 217.78
VALUE KNAP: 212.97
VALUE MINKNAP: 212.97
VALUE KNAP: 210.35
VALUE MINKNAP: 210.35
VALUE KNAP: 201.92
VALUE MINKNAP: 201.92
VALUE KNAP: 200.20
VALUE MINKNAP: 200.20
VALUE KNAP: 198.11
VALUE MINKNAP: 198.11
VALUE KNAP: 197.54
VALUE MINKNAP: 197.54
VALUE KNAP: 196.71
VALUE MINKNAP: 196.71
VALUE KNAP: 193.80
VALUE MINKNAP: 193.80
VALUE KNAP: 193.10
VALUE MINKNAP: 193.10
VALUE KNAP: 192.60
VALUE MINKNAP: 192.60
VALUE KNAP: 192.55
VALUE MINKNAP: 192.55
VALUE KNAP: 192.03
VALUE MINKNAP: 192.03
VALUE KNAP: 190.99
VALUE MINKNAP: 190.99
VALUE KNAP: 190.77
VALUE MINKNAP: 190.77
VALUE KNAP: 190.43
VALUE MINKNAP: 190.43
VALUE KNAP: 190.27
VALUE MINKNAP: 190.27
VALUE KNAP: 190.14
VALUE MINKNAP: 190.14
VALUE KNAP: 189.63
VALUE MINKNAP: 189.63
VALUE KNAP: 189.56
VALUE MINKNAP: 189.56
VALUE KNAP: 189.44
VALUE MINKNAP: 189.44
VALUE KNAP: 189.35
VALUE MINKNAP: 189.35
VALUE KNAP: 189.28
VALUE MINKNAP: 189.28
VALUE KNAP: 189.07
VALUE MINKNAP: 189.07
VALUE KNAP: 189.01
VALUE MINKNAP: 189.01
VALUE KNAP: 188.94
VALUE MINKNAP: 188.94
VALUE KNAP: 188.90
VALUE MINKNAP: 188.90
VALUE KNAP: 188.90
VALUE MINKNAP: 188.90
VALUE KNAP: 188.78
VALUE MINKNAP: 188.78
VALUE KNAP: 188.74
VALUE MINKNAP: 188.74
VALUE KNAP: 188.71
VALUE MINKNAP: 188.71
VALUE KNAP: 188.69
VALUE MINKNAP: 188.69
VALUE KNAP: 188.68
VALUE MINKNAP: 188.68
VALUE KNAP: 188.62
VALUE MINKNAP: 188.63
VALUE KNAP: 188.61
VALUE MINKNAP: 188.61
VALUE KNAP: 188.60
VALUE MINKNAP: 188.60
VALUE KNAP: 188.59
VALUE MINKNAP: 188.59
VALUE KNAP: 188.58
VALUE MINKNAP: 188.58
VALUE KNAP: 188.56
VALUE MINKNAP: 188.56
