*** pb_500rnd0600.dat ****
VALUE KNAP: 58.00
VALUE MINKNAP: 58.00
VALUE KNAP: 53.62
VALUE MINKNAP: 53.62
VALUE KNAP: 60.64
VALUE MINKNAP: 60.64
VALUE KNAP: 51.69
VALUE MINKNAP: 51.69
VALUE KNAP: 50.36
VALUE MINKNAP: 50.36
VALUE KNAP: 50.82
VALUE MINKNAP: 50.82
VALUE KNAP: 52.07
VALUE MINKNAP: 52.07
VALUE KNAP: 49.77
VALUE MINKNAP: 49.77
VALUE KNAP: 42.97
VALUE MINKNAP: 42.97
VALUE KNAP: 42.48
VALUE MINKNAP: 42.48
VALUE KNAP: 43.04
VALUE MINKNAP: 43.04
VALUE KNAP: 40.50
VALUE MINKNAP: 40.50
VALUE KNAP: 40.37
VALUE MINKNAP: 40.37
VALUE KNAP: 41.14
VALUE MINKNAP: 41.14
VALUE KNAP: 38.52
VALUE MINKNAP: 38.52
VALUE KNAP: 36.73
VALUE MINKNAP: 36.73
VALUE KNAP: 36.13
VALUE MINKNAP: 36.13
VALUE KNAP: 36.18
VALUE MINKNAP: 36.18
VALUE KNAP: 34.73
VALUE MINKNAP: 34.73
VALUE KNAP: 35.21
VALUE MINKNAP: 35.21
VALUE KNAP: 34.00
VALUE MINKNAP: 34.00
VALUE KNAP: 33.86
VALUE MINKNAP: 33.86
VALUE KNAP: 33.21
VALUE MINKNAP: 33.21
VALUE KNAP: 32.50
VALUE MINKNAP: 32.50
VALUE KNAP: 32.14
VALUE MINKNAP: 32.14
VALUE KNAP: 32.37
VALUE MINKNAP: 32.37
VALUE KNAP: 32.07
VALUE MINKNAP: 32.06
VALUE KNAP: 31.89
VALUE MINKNAP: 31.89
VALUE KNAP: 31.25
VALUE MINKNAP: 31.25
VALUE KNAP: 31.00
VALUE MINKNAP: 31.00
VALUE KNAP: 30.98
VALUE MINKNAP: 30.98
VALUE KNAP: 30.82
VALUE MINKNAP: 30.82
VALUE KNAP: 30.71
VALUE MINKNAP: 30.71
VALUE KNAP: 30.56
VALUE MINKNAP: 30.56
VALUE KNAP: 30.40
VALUE MINKNAP: 30.40
VALUE KNAP: 30.32
VALUE MINKNAP: 30.32
VALUE KNAP: 30.27
VALUE MINKNAP: 30.28
VALUE KNAP: 30.24
VALUE MINKNAP: 30.24
VALUE KNAP: 30.11
VALUE MINKNAP: 30.11
VALUE KNAP: 30.08
VALUE MINKNAP: 30.08
VALUE KNAP: 30.01
VALUE MINKNAP: 30.01
VALUE KNAP: 30.01
VALUE MINKNAP: 30.01
VALUE KNAP: 29.94
VALUE MINKNAP: 29.93
VALUE KNAP: 29.90
VALUE MINKNAP: 29.90
VALUE KNAP: 29.87
VALUE MINKNAP: 29.87
VALUE KNAP: 29.85
VALUE MINKNAP: 29.85
VALUE KNAP: 29.84
VALUE MINKNAP: 29.83
VALUE KNAP: 29.84
VALUE MINKNAP: 29.84
VALUE KNAP: 29.81
VALUE MINKNAP: 29.81
VALUE KNAP: 29.79
VALUE MINKNAP: 29.79
VALUE KNAP: 29.77
VALUE MINKNAP: 29.77
VALUE KNAP: 29.76
VALUE MINKNAP: 29.76
VALUE KNAP: 29.75
VALUE MINKNAP: 29.75
VALUE KNAP: 29.75
VALUE MINKNAP: 29.75
VALUE KNAP: 29.73
VALUE MINKNAP: 29.73
VALUE KNAP: 29.72
VALUE MINKNAP: 29.72
VALUE KNAP: 29.72
VALUE MINKNAP: 29.72
VALUE KNAP: 29.72
VALUE MINKNAP: 29.72
VALUE KNAP: 29.72
VALUE MINKNAP: 29.72
VALUE KNAP: 29.71
VALUE MINKNAP: 29.71
VALUE KNAP: 29.70
VALUE MINKNAP: 29.70
VALUE KNAP: 29.70
VALUE MINKNAP: 29.70
VALUE KNAP: 29.70
VALUE MINKNAP: 29.70
VALUE KNAP: 29.70
VALUE MINKNAP: 29.70
VALUE KNAP: 29.70
VALUE MINKNAP: 29.70
VALUE KNAP: 29.70
VALUE MINKNAP: 29.70
VALUE KNAP: 29.69
VALUE MINKNAP: 29.69
VALUE KNAP: 29.69
VALUE MINKNAP: 29.69
VALUE KNAP: 29.69
VALUE MINKNAP: 29.69
VALUE KNAP: 29.69
VALUE MINKNAP: 29.69
VALUE KNAP: 29.69
VALUE MINKNAP: 29.69
VALUE KNAP: 29.69
VALUE MINKNAP: 29.69
VALUE KNAP: 29.69
VALUE MINKNAP: 29.69
VALUE KNAP: 29.69
VALUE MINKNAP: 29.69
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.69
VALUE MINKNAP: 29.69
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.69
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
