*** pb_1000rnd0500.dat ****
VALUE KNAP: 1016.00
VALUE MINKNAP: 1016.00
VALUE KNAP: 929.14
VALUE MINKNAP: 929.14
VALUE KNAP: 835.46
VALUE MINKNAP: 835.46
VALUE KNAP: 755.04
VALUE MINKNAP: 755.04
VALUE KNAP: 736.96
VALUE MINKNAP: 736.96
VALUE KNAP: 736.56
VALUE MINKNAP: 736.56
VALUE KNAP: 681.95
VALUE MINKNAP: 681.95
VALUE KNAP: 614.98
VALUE MINKNAP: 614.98
VALUE KNAP: 602.25
VALUE MINKNAP: 602.25
VALUE KNAP: 576.52
VALUE MINKNAP: 576.52
VALUE KNAP: 563.52
VALUE MINKNAP: 563.52
VALUE KNAP: 548.82
VALUE MINKNAP: 548.82
VALUE KNAP: 526.51
VALUE MINKNAP: 526.51
VALUE KNAP: 511.09
VALUE MINKNAP: 511.09
VALUE KNAP: 507.86
VALUE MINKNAP: 507.86
VALUE KNAP: 504.77
VALUE MINKNAP: 504.77
VALUE KNAP: 487.21
VALUE MINKNAP: 487.21
VALUE KNAP: 482.14
VALUE MINKNAP: 482.14
VALUE KNAP: 478.76
VALUE MINKNAP: 478.76
VALUE KNAP: 476.00
VALUE MINKNAP: 476.00
VALUE KNAP: 473.04
VALUE MINKNAP: 473.04
VALUE KNAP: 467.78
VALUE MINKNAP: 467.78
VALUE KNAP: 465.62
VALUE MINKNAP: 465.62
VALUE KNAP: 464.15
VALUE MINKNAP: 464.15
VALUE KNAP: 462.29
VALUE MINKNAP: 462.29
VALUE KNAP: 463.17
VALUE MINKNAP: 463.17
VALUE KNAP: 461.33
VALUE MINKNAP: 461.33
VALUE KNAP: 458.75
VALUE MINKNAP: 458.75
VALUE KNAP: 457.68
VALUE MINKNAP: 457.68
VALUE KNAP: 457.14
VALUE MINKNAP: 457.14
VALUE KNAP: 456.12
VALUE MINKNAP: 456.12
VALUE KNAP: 456.58
VALUE MINKNAP: 456.58
VALUE KNAP: 456.57
VALUE MINKNAP: 456.57
VALUE KNAP: 454.36
VALUE MINKNAP: 454.36
VALUE KNAP: 454.00
VALUE MINKNAP: 454.00
VALUE KNAP: 453.58
VALUE MINKNAP: 453.58
VALUE KNAP: 453.69
VALUE MINKNAP: 453.69
VALUE KNAP: 453.24
VALUE MINKNAP: 453.24
VALUE KNAP: 452.93
VALUE MINKNAP: 452.93
VALUE KNAP: 452.56
VALUE MINKNAP: 452.56
VALUE KNAP: 452.29
VALUE MINKNAP: 452.29
VALUE KNAP: 452.10
VALUE MINKNAP: 452.10
VALUE KNAP: 452.12
VALUE MINKNAP: 452.12
VALUE KNAP: 451.97
VALUE MINKNAP: 451.97
VALUE KNAP: 451.98
VALUE MINKNAP: 451.98
VALUE KNAP: 451.76
VALUE MINKNAP: 451.76
VALUE KNAP: 451.48
VALUE MINKNAP: 451.48
VALUE KNAP: 451.40
VALUE MINKNAP: 451.40
VALUE KNAP: 451.28
VALUE MINKNAP: 451.28
VALUE KNAP: 451.32
VALUE MINKNAP: 451.32
VALUE KNAP: 451.17
VALUE MINKNAP: 451.17
VALUE KNAP: 451.17
VALUE MINKNAP: 451.17
VALUE KNAP: 451.21
VALUE MINKNAP: 451.21
VALUE KNAP: 451.17
VALUE MINKNAP: 451.17
VALUE KNAP: 450.98
VALUE MINKNAP: 450.98
VALUE KNAP: 450.89
VALUE MINKNAP: 450.89
VALUE KNAP: 450.85
VALUE MINKNAP: 450.85
VALUE KNAP: 450.84
VALUE MINKNAP: 450.84
VALUE KNAP: 450.83
VALUE MINKNAP: 450.83
VALUE KNAP: 450.69
VALUE MINKNAP: 450.69
VALUE KNAP: 450.69
VALUE MINKNAP: 450.69
VALUE KNAP: 450.67
VALUE MINKNAP: 450.67
VALUE KNAP: 450.64
VALUE MINKNAP: 450.64
VALUE KNAP: 450.65
VALUE MINKNAP: 450.65
VALUE KNAP: 450.65
VALUE MINKNAP: 450.65
VALUE KNAP: 450.63
VALUE MINKNAP: 450.63
VALUE KNAP: 450.58
VALUE MINKNAP: 450.58
VALUE KNAP: 450.57
VALUE MINKNAP: 450.57
VALUE KNAP: 450.57
VALUE MINKNAP: 450.57
VALUE KNAP: 450.55
VALUE MINKNAP: 450.55
VALUE KNAP: 450.55
VALUE MINKNAP: 450.55
VALUE KNAP: 450.55
VALUE MINKNAP: 450.55
VALUE KNAP: 450.52
VALUE MINKNAP: 450.52
VALUE KNAP: 450.51
VALUE MINKNAP: 450.51
VALUE KNAP: 450.51
VALUE MINKNAP: 450.51
VALUE KNAP: 450.51
VALUE MINKNAP: 450.51
VALUE KNAP: 450.50
VALUE MINKNAP: 450.50
VALUE KNAP: 450.50
VALUE MINKNAP: 450.50
VALUE KNAP: 450.49
VALUE MINKNAP: 450.49
VALUE KNAP: 450.49
VALUE MINKNAP: 450.49
VALUE KNAP: 450.49
VALUE MINKNAP: 450.49
VALUE KNAP: 450.49
VALUE MINKNAP: 450.49
VALUE KNAP: 450.49
VALUE MINKNAP: 450.49
VALUE KNAP: 450.48
VALUE MINKNAP: 450.48
VALUE KNAP: 450.48
VALUE MINKNAP: 450.48
VALUE KNAP: 450.48
VALUE MINKNAP: 450.47
VALUE KNAP: 450.47
VALUE MINKNAP: 450.48
VALUE KNAP: 450.47
VALUE MINKNAP: 450.47
VALUE KNAP: 450.47
VALUE MINKNAP: 450.47
VALUE KNAP: 450.47
VALUE MINKNAP: 450.47
VALUE KNAP: 450.47
VALUE MINKNAP: 450.47
VALUE KNAP: 450.47
VALUE MINKNAP: 450.47
VALUE KNAP: 450.47
VALUE MINKNAP: 450.47
VALUE KNAP: 450.47
VALUE MINKNAP: 450.47
VALUE KNAP: 450.47
VALUE MINKNAP: 450.47
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.47
VALUE MINKNAP: 450.47
VALUE KNAP: 450.47
VALUE MINKNAP: 450.47
VALUE KNAP: 450.47
VALUE MINKNAP: 450.47
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.47
VALUE MINKNAP: 450.47
VALUE KNAP: 450.47
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.47
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.47
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.47
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.47
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
VALUE MINKNAP: 450.46
VALUE KNAP: 450.46
