*** pb_500rnd0700.dat ****
VALUE KNAP: 2048.00
VALUE MINKNAP: 2048.00
VALUE KNAP: 1798.94
VALUE MINKNAP: 1798.94
VALUE KNAP: 1651.26
VALUE MINKNAP: 1651.26
VALUE KNAP: 1584.35
VALUE MINKNAP: 1584.35
VALUE KNAP: 1536.85
VALUE MINKNAP: 1536.85
VALUE KNAP: 1465.73
VALUE MINKNAP: 1465.73
VALUE KNAP: 1354.19
VALUE MINKNAP: 1354.19
VALUE KNAP: 1329.76
VALUE MINKNAP: 1329.76
VALUE KNAP: 1296.34
VALUE MINKNAP: 1296.34
VALUE KNAP: 1290.95
VALUE MINKNAP: 1290.95
VALUE KNAP: 1274.52
VALUE MINKNAP: 1274.52
VALUE KNAP: 1249.22
VALUE MINKNAP: 1249.22
VALUE KNAP: 1242.80
VALUE MINKNAP: 1242.80
VALUE KNAP: 1237.43
VALUE MINKNAP: 1237.43
VALUE KNAP: 1235.60
VALUE MINKNAP: 1235.60
VALUE KNAP: 1234.15
VALUE MINKNAP: 1234.15
VALUE KNAP: 1225.08
VALUE MINKNAP: 1225.08
VALUE KNAP: 1223.41
VALUE MINKNAP: 1223.41
VALUE KNAP: 1220.45
VALUE MINKNAP: 1220.45
VALUE KNAP: 1219.49
VALUE MINKNAP: 1219.49
VALUE KNAP: 1217.79
VALUE MINKNAP: 1217.79
VALUE KNAP: 1214.92
VALUE MINKNAP: 1214.92
VALUE KNAP: 1214.10
VALUE MINKNAP: 1214.10
VALUE KNAP: 1212.92
VALUE MINKNAP: 1212.92
VALUE KNAP: 1212.77
VALUE MINKNAP: 1212.77
VALUE KNAP: 1212.27
VALUE MINKNAP: 1212.27
VALUE KNAP: 1210.79
VALUE MINKNAP: 1210.79
VALUE KNAP: 1210.31
VALUE MINKNAP: 1210.31
VALUE KNAP: 1210.09
VALUE MINKNAP: 1210.09
VALUE KNAP: 1209.65
VALUE MINKNAP: 1209.65
VALUE KNAP: 1209.43
VALUE MINKNAP: 1209.43
VALUE KNAP: 1208.81
VALUE MINKNAP: 1208.81
VALUE KNAP: 1208.50
VALUE MINKNAP: 1208.50
VALUE KNAP: 1208.38
VALUE MINKNAP: 1208.38
VALUE KNAP: 1208.19
VALUE MINKNAP: 1208.19
VALUE KNAP: 1207.97
VALUE MINKNAP: 1207.97
VALUE KNAP: 1207.78
VALUE MINKNAP: 1207.78
VALUE KNAP: 1207.61
VALUE MINKNAP: 1207.61
VALUE KNAP: 1207.54
VALUE MINKNAP: 1207.54
VALUE KNAP: 1207.43
VALUE MINKNAP: 1207.43
VALUE KNAP: 1207.37
VALUE MINKNAP: 1207.37
VALUE KNAP: 1207.22
VALUE MINKNAP: 1207.22
VALUE KNAP: 1207.18
VALUE MINKNAP: 1207.18
VALUE KNAP: 1207.12
VALUE MINKNAP: 1207.12
VALUE KNAP: 1207.04
VALUE MINKNAP: 1207.04
VALUE KNAP: 1207.04
VALUE MINKNAP: 1207.04
VALUE KNAP: 1206.95
VALUE MINKNAP: 1206.95
VALUE KNAP: 1206.91
VALUE MINKNAP: 1206.91
VALUE KNAP: 1206.88
VALUE MINKNAP: 1206.88
VALUE KNAP: 1206.87
VALUE MINKNAP: 1206.87
VALUE KNAP: 1206.84
VALUE MINKNAP: 1206.84
VALUE KNAP: 1206.80
VALUE MINKNAP: 1206.80
VALUE KNAP: 1206.80
VALUE MINKNAP: 1206.80
VALUE KNAP: 1206.78
VALUE MINKNAP: 1206.78
VALUE KNAP: 1206.77
VALUE MINKNAP: 1206.77
VALUE KNAP: 1206.76
VALUE MINKNAP: 1206.76
VALUE KNAP: 1206.74
VALUE MINKNAP: 1206.74
VALUE KNAP: 1206.73
VALUE MINKNAP: 1206.73
VALUE KNAP: 1206.73
VALUE MINKNAP: 1206.72
VALUE KNAP: 1206.72
VALUE MINKNAP: 1206.72
VALUE KNAP: 1206.72
VALUE MINKNAP: 1206.72
VALUE KNAP: 1206.71
VALUE MINKNAP: 1206.71
VALUE KNAP: 1206.70
VALUE MINKNAP: 1206.70
VALUE KNAP: 1206.70
VALUE MINKNAP: 1206.70
VALUE KNAP: 1206.70
VALUE MINKNAP: 1206.70
VALUE KNAP: 1206.69
VALUE MINKNAP: 1206.69
VALUE KNAP: 1206.69
VALUE MINKNAP: 1206.69
VALUE KNAP: 1206.69
VALUE MINKNAP: 1206.69
VALUE KNAP: 1206.69
VALUE MINKNAP: 1206.69
VALUE KNAP: 1206.68
VALUE MINKNAP: 1206.68
VALUE KNAP: 1206.68
VALUE MINKNAP: 1206.68
VALUE KNAP: 1206.68
VALUE MINKNAP: 1206.68
VALUE KNAP: 1206.68
VALUE MINKNAP: 1206.68
VALUE KNAP: 1206.68
VALUE MINKNAP: 1206.68
VALUE KNAP: 1206.68
VALUE MINKNAP: 1206.68
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
VALUE MINKNAP: 1206.67
VALUE KNAP: 1206.67
