*** pb_200rnd0200.dat ****
VALUE KNAP: 85.00
VALUE MINKNAP: 85.00
VALUE KNAP: 91.74
VALUE MINKNAP: 91.74
VALUE KNAP: 102.91
VALUE MINKNAP: 102.91
VALUE KNAP: 103.80
VALUE MINKNAP: 103.80
VALUE KNAP: 99.21
VALUE MINKNAP: 99.21
VALUE KNAP: 99.93
VALUE MINKNAP: 99.93
VALUE KNAP: 99.08
VALUE MINKNAP: 99.08
VALUE KNAP: 96.57
VALUE MINKNAP: 96.57
VALUE KNAP: 95.90
VALUE MINKNAP: 95.90
VALUE KNAP: 83.76
VALUE MINKNAP: 83.76
VALUE KNAP: 73.20
VALUE MINKNAP: 73.20
VALUE KNAP: 68.92
VALUE MINKNAP: 68.92
VALUE KNAP: 66.93
VALUE MINKNAP: 66.93
VALUE KNAP: 68.12
VALUE MINKNAP: 68.12
VALUE KNAP: 67.29
VALUE MINKNAP: 67.29
VALUE KNAP: 61.95
VALUE MINKNAP: 61.95
VALUE KNAP: 59.92
VALUE MINKNAP: 59.92
VALUE KNAP: 59.33
VALUE MINKNAP: 59.33
VALUE KNAP: 58.26
VALUE MINKNAP: 58.26
VALUE KNAP: 58.25
VALUE MINKNAP: 58.25
VALUE KNAP: 55.91
VALUE MINKNAP: 55.91
VALUE KNAP: 55.46
VALUE MINKNAP: 55.46
VALUE KNAP: 54.79
VALUE MINKNAP: 54.79
VALUE KNAP: 55.06
VALUE MINKNAP: 55.06
VALUE KNAP: 54.77
VALUE MINKNAP: 54.77
VALUE KNAP: 54.63
VALUE MINKNAP: 54.63
VALUE KNAP: 53.61
VALUE MINKNAP: 53.61
VALUE KNAP: 53.42
VALUE MINKNAP: 53.42
VALUE KNAP: 53.25
VALUE MINKNAP: 53.25
VALUE KNAP: 53.18
VALUE MINKNAP: 53.18
VALUE KNAP: 53.23
VALUE MINKNAP: 53.23
VALUE KNAP: 53.18
VALUE MINKNAP: 53.18
VALUE KNAP: 52.68
VALUE MINKNAP: 52.68
VALUE KNAP: 52.62
VALUE MINKNAP: 52.62
VALUE KNAP: 52.53
VALUE MINKNAP: 52.53
VALUE KNAP: 52.52
VALUE MINKNAP: 52.52
VALUE KNAP: 52.54
VALUE MINKNAP: 52.54
VALUE KNAP: 52.46
VALUE MINKNAP: 52.46
VALUE KNAP: 52.22
VALUE MINKNAP: 52.22
VALUE KNAP: 52.21
VALUE MINKNAP: 52.21
VALUE KNAP: 52.17
VALUE MINKNAP: 52.17
VALUE KNAP: 52.16
VALUE MINKNAP: 52.16
VALUE KNAP: 52.17
VALUE MINKNAP: 52.17
VALUE KNAP: 52.14
VALUE MINKNAP: 52.14
VALUE KNAP: 52.03
VALUE MINKNAP: 52.02
VALUE KNAP: 52.00
VALUE MINKNAP: 52.00
VALUE KNAP: 51.99
VALUE MINKNAP: 51.99
VALUE KNAP: 52.00
VALUE MINKNAP: 52.00
VALUE KNAP: 51.98
VALUE MINKNAP: 51.98
VALUE KNAP: 51.98
VALUE MINKNAP: 51.98
VALUE KNAP: 51.92
VALUE MINKNAP: 51.92
VALUE KNAP: 51.91
VALUE MINKNAP: 51.91
VALUE KNAP: 51.91
VALUE MINKNAP: 51.91
VALUE KNAP: 51.90
VALUE MINKNAP: 51.89
VALUE KNAP: 51.90
VALUE MINKNAP: 51.90
VALUE KNAP: 51.90
VALUE MINKNAP: 51.90
VALUE KNAP: 51.90
VALUE MINKNAP: 51.90
VALUE KNAP: 51.87
VALUE MINKNAP: 51.87
VALUE KNAP: 51.86
VALUE MINKNAP: 51.86
VALUE KNAP: 51.86
VALUE MINKNAP: 51.86
VALUE KNAP: 51.86
VALUE MINKNAP: 51.86
VALUE KNAP: 51.86
VALUE MINKNAP: 51.86
VALUE KNAP: 51.86
VALUE MINKNAP: 51.86
VALUE KNAP: 51.85
VALUE MINKNAP: 51.85
VALUE KNAP: 51.84
VALUE MINKNAP: 51.84
VALUE KNAP: 51.84
VALUE MINKNAP: 51.84
VALUE KNAP: 51.84
VALUE MINKNAP: 51.84
VALUE KNAP: 51.84
VALUE MINKNAP: 51.84
VALUE KNAP: 51.84
VALUE MINKNAP: 51.84
VALUE KNAP: 51.84
VALUE MINKNAP: 51.84
VALUE KNAP: 51.84
VALUE MINKNAP: 51.84
VALUE KNAP: 51.83
VALUE MINKNAP: 51.83
VALUE KNAP: 51.83
VALUE MINKNAP: 51.83
VALUE KNAP: 51.83
VALUE MINKNAP: 51.83
