*** pb_500rnd1400.dat ****
VALUE KNAP: 118.00
VALUE MINKNAP: 118.00
VALUE KNAP: 117.29
VALUE MINKNAP: 117.29
VALUE KNAP: 116.79
VALUE MINKNAP: 116.79
VALUE KNAP: 111.55
VALUE MINKNAP: 111.55
VALUE KNAP: 115.32
VALUE MINKNAP: 115.32
VALUE KNAP: 108.09
VALUE MINKNAP: 108.09
VALUE KNAP: 92.26
VALUE MINKNAP: 92.26
VALUE KNAP: 87.09
VALUE MINKNAP: 87.09
VALUE KNAP: 85.31
VALUE MINKNAP: 85.31
VALUE KNAP: 83.99
VALUE MINKNAP: 83.99
VALUE KNAP: 81.53
VALUE MINKNAP: 81.53
VALUE KNAP: 76.51
VALUE MINKNAP: 76.51
VALUE KNAP: 74.21
VALUE MINKNAP: 74.21
VALUE KNAP: 72.79
VALUE MINKNAP: 72.79
VALUE KNAP: 72.05
VALUE MINKNAP: 72.05
VALUE KNAP: 71.85
VALUE MINKNAP: 71.85
VALUE KNAP: 69.35
VALUE MINKNAP: 69.35
VALUE KNAP: 68.70
VALUE MINKNAP: 68.70
VALUE KNAP: 68.48
VALUE MINKNAP: 68.48
VALUE KNAP: 68.31
VALUE MINKNAP: 68.31
VALUE KNAP: 67.97
VALUE MINKNAP: 67.97
VALUE KNAP: 66.75
VALUE MINKNAP: 66.75
VALUE KNAP: 66.59
VALUE MINKNAP: 66.59
VALUE KNAP: 66.34
VALUE MINKNAP: 66.34
VALUE KNAP: 66.23
VALUE MINKNAP: 66.23
VALUE KNAP: 66.02
VALUE MINKNAP: 66.02
VALUE KNAP: 65.56
VALUE MINKNAP: 65.56
VALUE KNAP: 65.44
VALUE MINKNAP: 65.44
VALUE KNAP: 65.35
VALUE MINKNAP: 65.35
VALUE KNAP: 65.33
VALUE MINKNAP: 65.33
VALUE KNAP: 65.28
VALUE MINKNAP: 65.28
VALUE KNAP: 65.01
VALUE MINKNAP: 65.01
VALUE KNAP: 64.91
VALUE MINKNAP: 64.91
VALUE KNAP: 64.86
VALUE MINKNAP: 64.86
VALUE KNAP: 64.87
VALUE MINKNAP: 64.87
VALUE KNAP: 64.85
VALUE MINKNAP: 64.85
VALUE KNAP: 64.81
VALUE MINKNAP: 64.81
VALUE KNAP: 64.69
VALUE MINKNAP: 64.69
VALUE KNAP: 64.65
VALUE MINKNAP: 64.65
VALUE KNAP: 64.65
VALUE MINKNAP: 64.65
VALUE KNAP: 64.62
VALUE MINKNAP: 64.62
VALUE KNAP: 64.62
VALUE MINKNAP: 64.62
VALUE KNAP: 64.61
VALUE MINKNAP: 64.61
