*** pb_200rnd1500.dat ****
VALUE KNAP: 1547.00
VALUE MINKNAP: 1547.00
VALUE KNAP: 1490.49
VALUE MINKNAP: 1490.49
VALUE KNAP: 1453.04
VALUE MINKNAP: 1453.04
VALUE KNAP: 1490.10
VALUE MINKNAP: 1490.10
VALUE KNAP: 1499.93
VALUE MINKNAP: 1499.93
VALUE KNAP: 1451.56
VALUE MINKNAP: 1451.56
VALUE KNAP: 1464.55
VALUE MINKNAP: 1464.55
VALUE KNAP: 1445.64
VALUE MINKNAP: 1445.64
VALUE KNAP: 1429.95
VALUE MINKNAP: 1429.95
VALUE KNAP: 1224.51
VALUE MINKNAP: 1224.51
VALUE KNAP: 1193.20
VALUE MINKNAP: 1193.20
VALUE KNAP: 1167.22
VALUE MINKNAP: 1167.22
VALUE KNAP: 1173.60
VALUE MINKNAP: 1173.60
VALUE KNAP: 1152.21
VALUE MINKNAP: 1152.21
VALUE KNAP: 1143.71
VALUE MINKNAP: 1143.71
VALUE KNAP: 1099.78
VALUE MINKNAP: 1099.78
VALUE KNAP: 1093.01
VALUE MINKNAP: 1093.01
VALUE KNAP: 1083.74
VALUE MINKNAP: 1083.74
VALUE KNAP: 1079.99
VALUE MINKNAP: 1079.99
VALUE KNAP: 1075.61
VALUE MINKNAP: 1075.61
VALUE KNAP: 1056.24
VALUE MINKNAP: 1056.24
VALUE KNAP: 1055.71
VALUE MINKNAP: 1055.71
VALUE KNAP: 1051.35
VALUE MINKNAP: 1051.35
VALUE KNAP: 1050.86
VALUE MINKNAP: 1050.86
VALUE KNAP: 1050.23
VALUE MINKNAP: 1050.23
VALUE KNAP: 1039.94
VALUE MINKNAP: 1039.94
VALUE KNAP: 1039.00
VALUE MINKNAP: 1039.00
VALUE KNAP: 1038.25
VALUE MINKNAP: 1038.25
VALUE KNAP: 1037.96
VALUE MINKNAP: 1037.96
VALUE KNAP: 1037.03
VALUE MINKNAP: 1037.03
VALUE KNAP: 1031.91
VALUE MINKNAP: 1031.91
VALUE KNAP: 1032.38
VALUE MINKNAP: 1032.38
VALUE KNAP: 1031.52
VALUE MINKNAP: 1031.52
VALUE KNAP: 1030.94
VALUE MINKNAP: 1030.94
VALUE KNAP: 1031.59
VALUE MINKNAP: 1031.59
VALUE KNAP: 1030.60
VALUE MINKNAP: 1030.60
VALUE KNAP: 1031.47
VALUE MINKNAP: 1031.47
VALUE KNAP: 1030.46
VALUE MINKNAP: 1030.46
VALUE KNAP: 1028.07
VALUE MINKNAP: 1028.07
VALUE KNAP: 1028.44
VALUE MINKNAP: 1028.44
VALUE KNAP: 1027.81
VALUE MINKNAP: 1027.81
VALUE KNAP: 1028.20
VALUE MINKNAP: 1028.20
VALUE KNAP: 1027.85
VALUE MINKNAP: 1027.85
VALUE KNAP: 1028.06
VALUE MINKNAP: 1028.06
VALUE KNAP: 1027.78
VALUE MINKNAP: 1027.78
VALUE KNAP: 1027.99
VALUE MINKNAP: 1027.99
VALUE KNAP: 1027.80
VALUE MINKNAP: 1027.80
VALUE KNAP: 1026.49
VALUE MINKNAP: 1026.49
VALUE KNAP: 1026.68
