*** pb_500rnd0800.dat ****
VALUE MINKNAP: 501.00
VALUE KNAP: 152.00
VALUE MINKNAP: 152.00
VALUE KNAP: 146.80
VALUE MINKNAP: 146.80
VALUE KNAP: 143.54
VALUE MINKNAP: 143.54
VALUE KNAP: 139.18
VALUE MINKNAP: 139.18
VALUE KNAP: 136.23
VALUE MINKNAP: 136.23
VALUE KNAP: 118.82
VALUE MINKNAP: 118.82
VALUE KNAP: 114.21
VALUE MINKNAP: 114.21
VALUE KNAP: 109.48
VALUE MINKNAP: 109.48
VALUE KNAP: 108.25
VALUE MINKNAP: 108.25
VALUE KNAP: 106.31
VALUE MINKNAP: 106.31
VALUE KNAP: 102.76
VALUE MINKNAP: 102.76
VALUE KNAP: 101.35
VALUE MINKNAP: 101.35
VALUE KNAP: 101.01
VALUE MINKNAP: 101.01
VALUE KNAP: 100.46
VALUE MINKNAP: 100.46
VALUE KNAP: 100.37
VALUE MINKNAP: 100.37
VALUE KNAP: 99.00
VALUE MINKNAP: 99.00
VALUE KNAP: 98.45
VALUE MINKNAP: 98.45
VALUE KNAP: 98.18
VALUE MINKNAP: 98.18
VALUE KNAP: 98.14
VALUE MINKNAP: 98.14
VALUE KNAP: 97.93
VALUE MINKNAP: 97.93
VALUE KNAP: 97.34
VALUE MINKNAP: 97.34
VALUE KNAP: 97.30
VALUE MINKNAP: 97.30
VALUE KNAP: 97.04
VALUE MINKNAP: 97.04
VALUE KNAP: 97.01
VALUE MINKNAP: 97.01
VALUE KNAP: 96.92
VALUE MINKNAP: 96.92
VALUE KNAP: 96.73
VALUE MINKNAP: 96.73
VALUE KNAP: 96.63
VALUE MINKNAP: 96.63
VALUE KNAP: 96.57
VALUE MINKNAP: 96.57
VALUE KNAP: 96.51
VALUE MINKNAP: 96.51
VALUE KNAP: 96.49
VALUE MINKNAP: 96.49
VALUE KNAP: 96.39
VALUE MINKNAP: 96.39
VALUE KNAP: 96.35
VALUE MINKNAP: 96.35
VALUE KNAP: 96.31
VALUE MINKNAP: 96.31
VALUE KNAP: 96.29
VALUE MINKNAP: 96.29
VALUE KNAP: 96.27
VALUE MINKNAP: 96.27
VALUE KNAP: 96.23
VALUE MINKNAP: 96.23
VALUE KNAP: 96.21
VALUE MINKNAP: 96.21
VALUE KNAP: 96.19
VALUE MINKNAP: 96.19
VALUE KNAP: 96.19
VALUE MINKNAP: 96.19
VALUE KNAP: 96.16
VALUE MINKNAP: 96.16
VALUE KNAP: 96.17
VALUE MINKNAP: 96.17
VALUE KNAP: 96.15
VALUE MINKNAP: 96.15
VALUE KNAP: 96.13
VALUE MINKNAP: 96.13
VALUE KNAP: 96.12
VALUE MINKNAP: 96.12
VALUE KNAP: 96.12
VALUE MINKNAP: 96.12
VALUE KNAP: 96.11
VALUE MINKNAP: 96.11
VALUE KNAP: 96.11
VALUE MINKNAP: 96.11
VALUE KNAP: 96.10
VALUE MINKNAP: 96.10
VALUE KNAP: 96.09
VALUE MINKNAP: 96.09
VALUE KNAP: 96.09
VALUE MINKNAP: 96.09
VALUE KNAP: 96.09
VALUE MINKNAP: 96.09
VALUE KNAP: 96.08
VALUE MINKNAP: 96.08
VALUE KNAP: 96.09
VALUE MINKNAP: 96.09
VALUE KNAP: 96.08
VALUE MINKNAP: 96.08
VALUE KNAP: 96.08
VALUE MINKNAP: 96.08
VALUE KNAP: 96.07
VALUE MINKNAP: 96.07
VALUE KNAP: 96.07
VALUE MINKNAP: 96.07
VALUE KNAP: 96.07
VALUE MINKNAP: 96.07
VALUE KNAP: 96.07
VALUE MINKNAP: 96.07
VALUE KNAP: 96.07
VALUE MINKNAP: 96.07
VALUE KNAP: 96.07
VALUE MINKNAP: 96.07
VALUE KNAP: 96.07
VALUE MINKNAP: 96.07
VALUE KNAP: 96.07
VALUE MINKNAP: 96.07
VALUE KNAP: 96.07
VALUE MINKNAP: 96.06
VALUE KNAP: 96.07
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.05
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.05
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.05
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.05
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.05
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.05
VALUE MINKNAP: 96.05
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.05
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.05
VALUE MINKNAP: 96.05
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
VALUE MINKNAP: 96.06
VALUE KNAP: 96.06
