*** pb_500rnd0100.dat ****
VALUE KNAP: 1644.00
VALUE MINKNAP: 1644.00
VALUE KNAP: 1318.20
VALUE MINKNAP: 1318.20
VALUE KNAP: 1284.24
VALUE MINKNAP: 1284.24
VALUE KNAP: 1185.56
VALUE MINKNAP: 1185.56
VALUE KNAP: 1262.07
VALUE MINKNAP: 1262.07
VALUE KNAP: 1103.81
VALUE MINKNAP: 1103.81
VALUE KNAP: 938.78
VALUE MINKNAP: 938.78
VALUE KNAP: 905.91
VALUE MINKNAP: 905.91
VALUE KNAP: 893.80
VALUE MINKNAP: 893.80
VALUE KNAP: 871.23
VALUE MINKNAP: 871.23
VALUE KNAP: 853.76
VALUE MINKNAP: 853.76
VALUE KNAP: 818.91
VALUE MINKNAP: 818.91
VALUE KNAP: 796.87
VALUE MINKNAP: 796.87
VALUE KNAP: 793.10
VALUE MINKNAP: 793.10
VALUE KNAP: 782.00
VALUE MINKNAP: 782.00
VALUE KNAP: 784.20
VALUE MINKNAP: 784.20
VALUE KNAP: 773.31
VALUE MINKNAP: 773.31
VALUE KNAP: 752.98
VALUE MINKNAP: 752.98
VALUE KNAP: 745.04
VALUE MINKNAP: 745.04
VALUE KNAP: 742.99
VALUE MINKNAP: 742.99
VALUE KNAP: 740.51
VALUE MINKNAP: 740.51
VALUE KNAP: 742.58
VALUE MINKNAP: 742.58
VALUE KNAP: 738.56
VALUE MINKNAP: 738.56
VALUE KNAP: 728.29
VALUE MINKNAP: 728.29
VALUE KNAP: 725.53
VALUE MINKNAP: 725.53
VALUE KNAP: 723.82
VALUE MINKNAP: 723.82
VALUE KNAP: 721.73
VALUE MINKNAP: 721.73
VALUE KNAP: 722.81
VALUE MINKNAP: 722.81
VALUE KNAP: 721.24
VALUE MINKNAP: 721.24
VALUE KNAP: 716.91
VALUE MINKNAP: 716.91
VALUE KNAP: 715.37
VALUE MINKNAP: 715.37
VALUE KNAP: 714.95
VALUE MINKNAP: 714.95
VALUE KNAP: 714.11
VALUE MINKNAP: 714.11
VALUE KNAP: 714.45
VALUE MINKNAP: 714.45
VALUE KNAP: 713.80
VALUE MINKNAP: 713.80
VALUE KNAP: 711.02
VALUE MINKNAP: 711.02
VALUE KNAP: 710.58
VALUE MINKNAP: 710.58
VALUE KNAP: 710.23
VALUE MINKNAP: 710.23
VALUE KNAP: 710.09
VALUE MINKNAP: 710.09
VALUE KNAP: 709.74
VALUE MINKNAP: 709.74
VALUE KNAP: 708.71
VALUE MINKNAP: 708.71
VALUE KNAP: 708.29
VALUE MINKNAP: 708.29
VALUE KNAP: 708.14
VALUE MINKNAP: 708.14
VALUE KNAP: 708.09
VALUE MINKNAP: 708.09
VALUE KNAP: 707.99
VALUE MINKNAP: 707.99
VALUE KNAP: 707.34
VALUE MINKNAP: 707.34
VALUE KNAP: 707.23
VALUE MINKNAP: 707.23
VALUE KNAP: 707.08
VALUE MINKNAP: 707.08
VALUE KNAP: 706.99
VALUE MINKNAP: 706.99
VALUE KNAP: 706.96
VALUE MINKNAP: 706.96
VALUE KNAP: 706.71
VALUE MINKNAP: 706.71
VALUE KNAP: 706.61
VALUE MINKNAP: 706.61
VALUE KNAP: 706.57
VALUE MINKNAP: 706.57
VALUE KNAP: 706.55
VALUE MINKNAP: 706.55
VALUE KNAP: 706.53
VALUE MINKNAP: 706.53
VALUE KNAP: 706.39
VALUE MINKNAP: 706.39
VALUE KNAP: 706.33
VALUE MINKNAP: 706.33
VALUE KNAP: 706.31
VALUE MINKNAP: 706.31
VALUE KNAP: 706.29
VALUE MINKNAP: 706.29
VALUE KNAP: 706.31
VALUE MINKNAP: 706.31
VALUE KNAP: 706.25
VALUE MINKNAP: 706.25
VALUE KNAP: 706.20
VALUE MINKNAP: 706.20
VALUE KNAP: 706.17
VALUE MINKNAP: 706.17
VALUE KNAP: 706.18
VALUE MINKNAP: 706.18
VALUE KNAP: 706.17
VALUE MINKNAP: 706.16
VALUE KNAP: 706.15
VALUE MINKNAP: 706.15
VALUE KNAP: 706.17
VALUE MINKNAP: 706.17
VALUE KNAP: 706.15
VALUE MINKNAP: 706.15
VALUE KNAP: 706.12
VALUE MINKNAP: 706.12
VALUE KNAP: 706.11
VALUE MINKNAP: 706.11
VALUE KNAP: 706.09
VALUE MINKNAP: 706.09
VALUE KNAP: 706.10
VALUE MINKNAP: 706.10
VALUE KNAP: 706.10
VALUE MINKNAP: 706.10
VALUE KNAP: 706.09
VALUE MINKNAP: 706.09
VALUE KNAP: 706.08
VALUE MINKNAP: 706.07
VALUE KNAP: 706.07
VALUE MINKNAP: 706.07
VALUE KNAP: 706.06
VALUE MINKNAP: 706.06
VALUE KNAP: 706.07
VALUE MINKNAP: 706.07
VALUE KNAP: 706.06
VALUE MINKNAP: 706.06
VALUE KNAP: 706.06
VALUE MINKNAP: 706.06
VALUE KNAP: 706.06
VALUE MINKNAP: 706.06
VALUE KNAP: 706.05
VALUE MINKNAP: 706.05
VALUE KNAP: 706.05
VALUE MINKNAP: 706.05
VALUE KNAP: 706.05
VALUE MINKNAP: 706.05
VALUE KNAP: 706.05
VALUE MINKNAP: 706.05
VALUE KNAP: 706.05
VALUE MINKNAP: 706.05
VALUE KNAP: 706.05
VALUE MINKNAP: 706.05
VALUE KNAP: 706.04
VALUE MINKNAP: 706.04
VALUE KNAP: 706.04
VALUE MINKNAP: 706.04
VALUE KNAP: 706.04
VALUE MINKNAP: 706.04
VALUE KNAP: 706.04
VALUE MINKNAP: 706.04
VALUE KNAP: 706.04
VALUE MINKNAP: 706.04
VALUE KNAP: 706.04
VALUE MINKNAP: 706.04
VALUE KNAP: 706.04
VALUE MINKNAP: 706.04
VALUE KNAP: 706.04
VALUE MINKNAP: 706.04
VALUE KNAP: 706.04
VALUE MINKNAP: 706.03
VALUE KNAP: 706.04
VALUE MINKNAP: 706.04
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.04
VALUE MINKNAP: 706.04
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.04
VALUE MINKNAP: 706.04
VALUE KNAP: 706.04
VALUE MINKNAP: 706.04
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.04
VALUE MINKNAP: 706.03
VALUE KNAP: 706.04
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.04
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.04
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.04
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.04
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.04
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.04
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.04
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.04
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.04
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
VALUE KNAP: 706.03
VALUE MINKNAP: 706.03
SI
