*** pb_100rnd0400.dat ****
VALUE KNAP: 43.00
VALUE MINKNAP: 43.00
VALUE KNAP: 48.22
VALUE MINKNAP: 48.22
VALUE KNAP: 51.76
VALUE MINKNAP: 51.76
VALUE KNAP: 52.99
VALUE MINKNAP: 52.99
VALUE KNAP: 47.01
VALUE MINKNAP: 47.01
VALUE KNAP: 50.82
VALUE MINKNAP: 50.82
VALUE KNAP: 47.02
VALUE MINKNAP: 47.02
VALUE KNAP: 49.75
VALUE MINKNAP: 49.75
VALUE KNAP: 49.28
VALUE MINKNAP: 49.28
VALUE KNAP: 49.98
VALUE MINKNAP: 49.98
VALUE KNAP: 45.17
VALUE MINKNAP: 45.17
VALUE KNAP: 40.64
VALUE MINKNAP: 40.64
VALUE KNAP: 38.52
VALUE MINKNAP: 38.52
VALUE KNAP: 36.12
VALUE MINKNAP: 36.12
VALUE KNAP: 34.84
VALUE MINKNAP: 34.84
VALUE KNAP: 34.39
VALUE MINKNAP: 34.39
VALUE KNAP: 31.91
VALUE MINKNAP: 31.91
VALUE KNAP: 30.27
VALUE MINKNAP: 30.27
VALUE KNAP: 29.89
VALUE MINKNAP: 29.89
VALUE KNAP: 29.87
VALUE MINKNAP: 29.87
VALUE KNAP: 29.34
VALUE MINKNAP: 29.34
VALUE KNAP: 28.46
VALUE MINKNAP: 28.46
VALUE KNAP: 28.25
VALUE MINKNAP: 28.25
VALUE KNAP: 28.14
VALUE MINKNAP: 28.14
VALUE KNAP: 27.96
VALUE MINKNAP: 27.96
VALUE KNAP: 27.95
VALUE MINKNAP: 27.96
VALUE KNAP: 27.51
VALUE MINKNAP: 27.51
VALUE KNAP: 27.39
VALUE MINKNAP: 27.39
VALUE KNAP: 27.33
VALUE MINKNAP: 27.33
VALUE KNAP: 27.22
VALUE MINKNAP: 27.22
VALUE KNAP: 27.30
VALUE MINKNAP: 27.30
VALUE KNAP: 27.21
VALUE MINKNAP: 27.21
VALUE KNAP: 26.94
VALUE MINKNAP: 26.94
VALUE KNAP: 26.92
VALUE MINKNAP: 26.92
VALUE KNAP: 26.90
VALUE MINKNAP: 26.90
VALUE KNAP: 26.86
VALUE MINKNAP: 26.86
VALUE KNAP: 26.89
VALUE MINKNAP: 26.89
VALUE KNAP: 26.82
VALUE MINKNAP: 26.82
VALUE KNAP: 26.73
VALUE MINKNAP: 26.73
VALUE KNAP: 26.69
VALUE MINKNAP: 26.69
VALUE KNAP: 26.72
VALUE MINKNAP: 26.72
VALUE KNAP: 26.68
VALUE MINKNAP: 26.68
VALUE KNAP: 26.69
VALUE MINKNAP: 26.69
VALUE KNAP: 26.67
VALUE MINKNAP: 26.67
VALUE KNAP: 26.67
