*** pb_100rnd1200.dat ****
VALUE KNAP: 46.00
VALUE MINKNAP: 46.00
VALUE KNAP: 48.06
VALUE MINKNAP: 48.06
VALUE KNAP: 52.27
VALUE MINKNAP: 52.27
VALUE KNAP: 50.06
VALUE MINKNAP: 50.06
VALUE KNAP: 51.83
VALUE MINKNAP: 51.83
VALUE KNAP: 47.97
VALUE MINKNAP: 47.97
VALUE KNAP: 47.88
VALUE MINKNAP: 47.88
VALUE KNAP: 49.46
VALUE MINKNAP: 49.46
VALUE KNAP: 47.08
VALUE MINKNAP: 47.08
VALUE KNAP: 39.13
VALUE MINKNAP: 39.13
VALUE KNAP: 37.34
VALUE MINKNAP: 37.34
VALUE KNAP: 35.96
VALUE MINKNAP: 35.96
VALUE KNAP: 35.69
VALUE MINKNAP: 35.69
VALUE KNAP: 35.10
VALUE MINKNAP: 35.10
VALUE KNAP: 32.44
VALUE MINKNAP: 32.44
VALUE KNAP: 32.02
VALUE MINKNAP: 32.02
VALUE KNAP: 31.88
VALUE MINKNAP: 31.88
VALUE KNAP: 31.62
VALUE MINKNAP: 31.62
VALUE KNAP: 31.60
VALUE MINKNAP: 31.60
VALUE KNAP: 30.96
VALUE MINKNAP: 30.96
VALUE KNAP: 30.60
VALUE MINKNAP: 30.60
VALUE KNAP: 30.51
VALUE MINKNAP: 30.51
VALUE KNAP: 30.46
VALUE MINKNAP: 30.46
VALUE KNAP: 30.32
VALUE MINKNAP: 30.32
VALUE KNAP: 30.09
VALUE MINKNAP: 30.09
VALUE KNAP: 30.00
VALUE MINKNAP: 30.00
VALUE KNAP: 29.97
VALUE MINKNAP: 29.97
VALUE KNAP: 29.91
VALUE MINKNAP: 29.91
VALUE KNAP: 29.85
VALUE MINKNAP: 29.85
VALUE KNAP: 29.74
VALUE MINKNAP: 29.74
VALUE KNAP: 29.69
VALUE MINKNAP: 29.69
VALUE KNAP: 29.71
VALUE MINKNAP: 29.71
VALUE KNAP: 29.66
VALUE MINKNAP: 29.66
VALUE KNAP: 29.68
VALUE MINKNAP: 29.68
VALUE KNAP: 29.63
VALUE MINKNAP: 29.63
VALUE KNAP: 29.66
VALUE MINKNAP: 29.66
VALUE KNAP: 29.61
VALUE MINKNAP: 29.61
VALUE KNAP: 29.58
VALUE MINKNAP: 29.58
VALUE KNAP: 29.55
VALUE MINKNAP: 29.55
