*** pb_500rnd1500.dat ****
VALUE KNAP: 2784.00
VALUE MINKNAP: 2784.00
VALUE KNAP: 2692.67
VALUE MINKNAP: 2692.67
VALUE KNAP: 2374.95
VALUE MINKNAP: 2374.95
VALUE KNAP: 2250.35
VALUE MINKNAP: 2250.35
VALUE KNAP: 2128.31
VALUE MINKNAP: 2128.31
VALUE KNAP: 2090.32
VALUE MINKNAP: 2090.32
VALUE KNAP: 1845.94
VALUE MINKNAP: 1845.94
VALUE KNAP: 1775.00
VALUE MINKNAP: 1775.00
VALUE KNAP: 1707.85
VALUE MINKNAP: 1707.85
VALUE KNAP: 1675.78
VALUE MINKNAP: 1675.78
VALUE KNAP: 1671.36
VALUE MINKNAP: 1671.36
VALUE KNAP: 1590.62
VALUE MINKNAP: 1590.62
VALUE KNAP: 1579.32
VALUE MINKNAP: 1579.32
VALUE KNAP: 1565.30
VALUE MINKNAP: 1565.30
VALUE KNAP: 1557.30
VALUE MINKNAP: 1557.30
VALUE KNAP: 1556.67
VALUE MINKNAP: 1556.67
VALUE KNAP: 1528.43
VALUE MINKNAP: 1528.43
VALUE KNAP: 1519.21
VALUE MINKNAP: 1519.21
VALUE KNAP: 1515.19
VALUE MINKNAP: 1515.19
VALUE KNAP: 1512.27
VALUE MINKNAP: 1512.27
VALUE KNAP: 1511.37
VALUE MINKNAP: 1511.37
VALUE KNAP: 1498.02
VALUE MINKNAP: 1498.02
VALUE KNAP: 1494.52
VALUE MINKNAP: 1494.52
VALUE KNAP: 1492.73
VALUE MINKNAP: 1492.73
VALUE KNAP: 1491.87
VALUE MINKNAP: 1491.87
VALUE KNAP: 1490.31
VALUE MINKNAP: 1490.31
VALUE KNAP: 1484.84
VALUE MINKNAP: 1484.84
VALUE KNAP: 1484.30
VALUE MINKNAP: 1484.30
VALUE KNAP: 1482.72
VALUE MINKNAP: 1482.72
VALUE KNAP: 1483.05
VALUE MINKNAP: 1483.05
VALUE KNAP: 1481.99
VALUE MINKNAP: 1481.99
VALUE KNAP: 1481.87
VALUE MINKNAP: 1481.87
VALUE KNAP: 1479.13
VALUE MINKNAP: 1479.13
VALUE KNAP: 1478.43
VALUE MINKNAP: 1478.43
VALUE KNAP: 1478.02
VALUE MINKNAP: 1478.02
VALUE KNAP: 1477.96
VALUE MINKNAP: 1477.96
VALUE KNAP: 1477.29
VALUE MINKNAP: 1477.29
VALUE KNAP: 1476.12
VALUE MINKNAP: 1476.12
VALUE KNAP: 1475.89
VALUE MINKNAP: 1475.89
VALUE KNAP: 1475.65
VALUE MINKNAP: 1475.65
VALUE KNAP: 1475.46
