*** pb_200rnd0800.dat ****
VALUE MINKNAP: 211.00
VALUE KNAP: 114.00
VALUE MINKNAP: 114.00
VALUE KNAP: 104.41
VALUE MINKNAP: 104.41
VALUE KNAP: 107.61
VALUE MINKNAP: 107.61
VALUE KNAP: 102.70
VALUE MINKNAP: 102.70
VALUE KNAP: 102.90
VALUE MINKNAP: 102.90
VALUE KNAP: 100.09
VALUE MINKNAP: 100.09
VALUE KNAP: 99.44
VALUE MINKNAP: 99.44
VALUE KNAP: 92.73
VALUE MINKNAP: 92.73
VALUE KNAP: 90.09
VALUE MINKNAP: 90.09
VALUE KNAP: 88.69
VALUE MINKNAP: 88.69
VALUE KNAP: 87.54
VALUE MINKNAP: 87.54
VALUE KNAP: 87.53
VALUE MINKNAP: 87.53
VALUE KNAP: 85.83
VALUE MINKNAP: 85.83
VALUE KNAP: 85.58
VALUE MINKNAP: 85.58
VALUE KNAP: 85.40
VALUE MINKNAP: 85.40
VALUE KNAP: 84.96
VALUE MINKNAP: 84.96
VALUE KNAP: 84.78
VALUE MINKNAP: 84.78
VALUE KNAP: 84.35
VALUE MINKNAP: 84.35
VALUE KNAP: 84.23
VALUE MINKNAP: 84.23
VALUE KNAP: 84.06
VALUE MINKNAP: 84.06
VALUE KNAP: 84.10
VALUE MINKNAP: 84.10
VALUE KNAP: 84.02
VALUE MINKNAP: 84.02
VALUE KNAP: 83.95
VALUE MINKNAP: 83.95
VALUE KNAP: 83.85
VALUE MINKNAP: 83.86
VALUE KNAP: 83.81
VALUE MINKNAP: 83.81
SI
