*** pb_500rnd0400.dat ****
VALUE KNAP: 186.00
VALUE MINKNAP: 186.00
VALUE KNAP: 201.59
VALUE MINKNAP: 201.59
VALUE KNAP: 214.86
VALUE MINKNAP: 214.86
VALUE KNAP: 209.42
VALUE MINKNAP: 209.42
VALUE KNAP: 207.69
VALUE MINKNAP: 207.69
VALUE KNAP: 201.89
VALUE MINKNAP: 201.89
VALUE KNAP: 202.00
VALUE MINKNAP: 202.00
VALUE KNAP: 194.10
VALUE MINKNAP: 194.10
VALUE KNAP: 170.37
VALUE MINKNAP: 170.37
VALUE KNAP: 154.31
VALUE MINKNAP: 154.31
VALUE KNAP: 149.12
VALUE MINKNAP: 149.12
VALUE KNAP: 142.73
VALUE MINKNAP: 142.73
VALUE KNAP: 141.55
VALUE MINKNAP: 141.55
VALUE KNAP: 130.93
VALUE MINKNAP: 130.93
VALUE KNAP: 126.23
VALUE MINKNAP: 126.23
VALUE KNAP: 124.44
VALUE MINKNAP: 124.44
VALUE KNAP: 123.73
VALUE MINKNAP: 123.73
VALUE KNAP: 122.70
VALUE MINKNAP: 122.70
VALUE KNAP: 117.79
VALUE MINKNAP: 117.79
VALUE KNAP: 116.95
VALUE MINKNAP: 116.95
VALUE KNAP: 115.73
VALUE MINKNAP: 115.73
VALUE KNAP: 115.44
VALUE MINKNAP: 115.44
VALUE KNAP: 115.42
VALUE MINKNAP: 115.42
VALUE KNAP: 112.87
VALUE MINKNAP: 112.87
VALUE KNAP: 112.48
VALUE MINKNAP: 112.48
VALUE KNAP: 112.28
VALUE MINKNAP: 112.28
VALUE KNAP: 112.06
VALUE MINKNAP: 112.06
VALUE KNAP: 111.84
VALUE MINKNAP: 111.84
VALUE KNAP: 110.88
VALUE MINKNAP: 110.88
VALUE KNAP: 110.67
VALUE MINKNAP: 110.67
VALUE KNAP: 110.51
VALUE MINKNAP: 110.51
VALUE KNAP: 110.48
VALUE MINKNAP: 110.48
VALUE KNAP: 110.33
VALUE MINKNAP: 110.32
VALUE KNAP: 109.83
VALUE MINKNAP: 109.83
VALUE KNAP: 109.75
VALUE MINKNAP: 109.75
VALUE KNAP: 109.68
VALUE MINKNAP: 109.68
VALUE KNAP: 109.67
VALUE MINKNAP: 109.67
VALUE KNAP: 109.63
VALUE MINKNAP: 109.63
VALUE KNAP: 109.36
VALUE MINKNAP: 109.36
VALUE KNAP: 109.30
VALUE MINKNAP: 109.30
VALUE KNAP: 109.28
VALUE MINKNAP: 109.28
VALUE KNAP: 109.27
VALUE MINKNAP: 109.27
VALUE KNAP: 109.25
VALUE MINKNAP: 109.25
VALUE KNAP: 109.11
VALUE MINKNAP: 109.11
VALUE KNAP: 109.10
VALUE MINKNAP: 109.10
VALUE KNAP: 109.08
VALUE MINKNAP: 109.08
VALUE KNAP: 109.07
VALUE MINKNAP: 109.07
VALUE KNAP: 109.05
VALUE MINKNAP: 109.05
VALUE KNAP: 108.99
VALUE MINKNAP: 108.99
VALUE KNAP: 108.98
VALUE MINKNAP: 108.98
VALUE KNAP: 108.97
VALUE MINKNAP: 108.97
VALUE KNAP: 108.97
VALUE MINKNAP: 108.97
VALUE KNAP: 108.96
VALUE MINKNAP: 108.96
VALUE KNAP: 108.94
VALUE MINKNAP: 108.94
VALUE KNAP: 108.93
VALUE MINKNAP: 108.93
VALUE KNAP: 108.93
VALUE MINKNAP: 108.93
VALUE KNAP: 108.92
VALUE MINKNAP: 108.92
VALUE KNAP: 108.92
VALUE MINKNAP: 108.92
VALUE KNAP: 108.91
VALUE MINKNAP: 108.91
VALUE KNAP: 108.91
VALUE MINKNAP: 108.91
VALUE KNAP: 108.89
VALUE MINKNAP: 108.89
VALUE KNAP: 108.90
VALUE MINKNAP: 108.90
VALUE KNAP: 108.89
VALUE MINKNAP: 108.89
VALUE KNAP: 108.89
VALUE MINKNAP: 108.89
VALUE KNAP: 108.89
VALUE MINKNAP: 108.89
VALUE KNAP: 108.90
VALUE MINKNAP: 108.89
VALUE KNAP: 108.88
VALUE MINKNAP: 108.88
VALUE KNAP: 108.89
VALUE MINKNAP: 108.88
VALUE KNAP: 108.88
VALUE MINKNAP: 108.88
VALUE KNAP: 108.88
VALUE MINKNAP: 108.88
VALUE KNAP: 108.88
VALUE MINKNAP: 108.88
VALUE KNAP: 108.88
VALUE MINKNAP: 108.88
VALUE KNAP: 108.88
VALUE MINKNAP: 108.88
VALUE KNAP: 108.88
VALUE MINKNAP: 108.88
VALUE KNAP: 108.88
VALUE MINKNAP: 108.88
VALUE KNAP: 108.89
