*** pb_500rnd1200.dat ****
VALUE KNAP: 78.00
VALUE MINKNAP: 78.00
VALUE KNAP: 74.18
VALUE MINKNAP: 74.18
VALUE KNAP: 71.81
VALUE MINKNAP: 71.81
VALUE KNAP: 72.51
VALUE MINKNAP: 72.51
VALUE KNAP: 69.46
VALUE MINKNAP: 69.46
VALUE KNAP: 66.25
VALUE MINKNAP: 66.25
VALUE KNAP: 60.30
VALUE MINKNAP: 60.30
VALUE KNAP: 55.57
VALUE MINKNAP: 55.57
VALUE KNAP: 52.26
VALUE MINKNAP: 52.26
VALUE KNAP: 51.45
VALUE MINKNAP: 51.45
VALUE KNAP: 49.88
VALUE MINKNAP: 49.88
VALUE KNAP: 47.95
VALUE MINKNAP: 47.95
VALUE KNAP: 47.28
VALUE MINKNAP: 47.28
VALUE KNAP: 47.25
VALUE MINKNAP: 47.25
VALUE KNAP: 46.71
VALUE MINKNAP: 46.71
VALUE KNAP: 46.60
VALUE MINKNAP: 46.60
VALUE KNAP: 45.33
VALUE MINKNAP: 45.33
VALUE KNAP: 45.34
VALUE MINKNAP: 45.34
VALUE KNAP: 44.90
VALUE MINKNAP: 44.90
VALUE KNAP: 44.90
VALUE MINKNAP: 44.90
VALUE KNAP: 44.71
VALUE MINKNAP: 44.71
VALUE KNAP: 44.63
VALUE MINKNAP: 44.63
VALUE KNAP: 44.22
VALUE MINKNAP: 44.22
VALUE KNAP: 44.12
VALUE MINKNAP: 44.12
VALUE KNAP: 44.09
VALUE MINKNAP: 44.09
VALUE KNAP: 43.95
VALUE MINKNAP: 43.95
VALUE KNAP: 43.96
VALUE MINKNAP: 43.96
VALUE KNAP: 43.98
VALUE MINKNAP: 43.98
VALUE KNAP: 43.84
VALUE MINKNAP: 43.84
VALUE KNAP: 43.65
VALUE MINKNAP: 43.65
VALUE KNAP: 43.61
VALUE MINKNAP: 43.61
VALUE KNAP: 43.59
VALUE MINKNAP: 43.59
VALUE KNAP: 43.57
VALUE MINKNAP: 43.57
VALUE KNAP: 43.55
VALUE MINKNAP: 43.55
VALUE KNAP: 43.45
VALUE MINKNAP: 43.45
VALUE KNAP: 43.40
VALUE MINKNAP: 43.40
VALUE KNAP: 43.42
VALUE MINKNAP: 43.42
VALUE KNAP: 43.38
VALUE MINKNAP: 43.38
VALUE KNAP: 43.40
VALUE MINKNAP: 43.40
VALUE KNAP: 43.38
VALUE MINKNAP: 43.38
VALUE KNAP: 43.36
VALUE MINKNAP: 43.36
VALUE KNAP: 43.32
VALUE MINKNAP: 43.31
VALUE KNAP: 43.30
VALUE MINKNAP: 43.30
VALUE KNAP: 43.30
VALUE MINKNAP: 43.30
VALUE KNAP: 43.30
VALUE MINKNAP: 43.30
VALUE KNAP: 43.29
VALUE MINKNAP: 43.29
VALUE KNAP: 43.30
VALUE MINKNAP: 43.30
VALUE KNAP: 43.28
VALUE MINKNAP: 43.28
VALUE KNAP: 43.26
VALUE MINKNAP: 43.26
VALUE KNAP: 43.26
VALUE MINKNAP: 43.26
VALUE KNAP: 43.25
VALUE MINKNAP: 43.25
VALUE KNAP: 43.25
VALUE MINKNAP: 43.25
VALUE KNAP: 43.25
VALUE MINKNAP: 43.24
VALUE KNAP: 43.25
VALUE MINKNAP: 43.25
VALUE KNAP: 43.25
VALUE MINKNAP: 43.25
VALUE KNAP: 43.23
VALUE MINKNAP: 43.23
VALUE KNAP: 43.23
VALUE MINKNAP: 43.23
VALUE KNAP: 43.23
VALUE MINKNAP: 43.23
VALUE KNAP: 43.23
VALUE MINKNAP: 43.23
VALUE KNAP: 43.22
VALUE MINKNAP: 43.22
VALUE KNAP: 43.22
VALUE MINKNAP: 43.23
VALUE KNAP: 43.22
VALUE MINKNAP: 43.22
VALUE KNAP: 43.22
