*** pb_500rnd0900.dat ****
VALUE KNAP: 3287.00
VALUE MINKNAP: 3287.00
VALUE KNAP: 2909.77
VALUE MINKNAP: 2909.77
VALUE KNAP: 2770.63
VALUE MINKNAP: 2771.63
VALUE KNAP: 2631.08
VALUE MINKNAP: 2631.08
VALUE KNAP: 2585.65
VALUE MINKNAP: 2585.65
VALUE KNAP: 2544.36
VALUE MINKNAP: 2544.36
VALUE KNAP: 2428.48
VALUE MINKNAP: 2428.48
VALUE KNAP: 2383.35
VALUE MINKNAP: 2383.35
VALUE KNAP: 2359.68
VALUE MINKNAP: 2359.68
VALUE KNAP: 2340.03
VALUE MINKNAP: 2340.03
VALUE KNAP: 2328.34
VALUE MINKNAP: 2328.34
VALUE KNAP: 2309.88
VALUE MINKNAP: 2309.88
VALUE KNAP: 2301.63
VALUE MINKNAP: 2301.63
VALUE KNAP: 2295.24
VALUE MINKNAP: 2295.24
VALUE KNAP: 2291.65
VALUE MINKNAP: 2291.65
VALUE KNAP: 2285.63
VALUE MINKNAP: 2285.63
VALUE KNAP: 2281.36
VALUE MINKNAP: 2281.36
VALUE KNAP: 2278.27
VALUE MINKNAP: 2278.27
VALUE KNAP: 2276.22
VALUE MINKNAP: 2276.22
VALUE KNAP: 2273.38
VALUE MINKNAP: 2273.38
VALUE KNAP: 2274.03
VALUE MINKNAP: 2274.03
VALUE KNAP: 2272.15
VALUE MINKNAP: 2272.15
VALUE KNAP: 2269.63
VALUE MINKNAP: 2269.63
VALUE KNAP: 2268.90
VALUE MINKNAP: 2268.90
VALUE KNAP: 2268.20
VALUE MINKNAP: 2268.20
VALUE KNAP: 2267.46
VALUE MINKNAP: 2267.46
VALUE KNAP: 2266.84
VALUE MINKNAP: 2266.84
VALUE KNAP: 2265.79
VALUE MINKNAP: 2265.79
VALUE KNAP: 2265.28
VALUE MINKNAP: 2265.28
VALUE KNAP: 2264.87
VALUE MINKNAP: 2264.87
VALUE KNAP: 2264.75
VALUE MINKNAP: 2264.75
VALUE KNAP: 2264.30
VALUE MINKNAP: 2264.30
VALUE KNAP: 2263.91
VALUE MINKNAP: 2263.91
VALUE KNAP: 2263.61
VALUE MINKNAP: 2263.61
VALUE KNAP: 2263.45
VALUE MINKNAP: 2263.45
VALUE KNAP: 2263.25
VALUE MINKNAP: 2263.25
VALUE KNAP: 2263.30
VALUE MINKNAP: 2263.30
VALUE KNAP: 2262.96
VALUE MINKNAP: 2262.96
VALUE KNAP: 2262.86
VALUE MINKNAP: 2262.86
VALUE KNAP: 2262.68
VALUE MINKNAP: 2262.68
VALUE KNAP: 2262.62
VALUE MINKNAP: 2262.62
VALUE KNAP: 2262.59
VALUE MINKNAP: 2262.59
VALUE KNAP: 2262.52
VALUE MINKNAP: 2262.52
VALUE KNAP: 2262.39
VALUE MINKNAP: 2262.39
VALUE KNAP: 2262.32
VALUE MINKNAP: 2262.32
VALUE KNAP: 2262.30
VALUE MINKNAP: 2262.30
VALUE KNAP: 2262.24
VALUE MINKNAP: 2262.24
VALUE KNAP: 2262.23
VALUE MINKNAP: 2262.23
VALUE KNAP: 2262.18
VALUE MINKNAP: 2262.18
VALUE KNAP: 2262.15
VALUE MINKNAP: 2262.15
VALUE KNAP: 2262.14
VALUE MINKNAP: 2262.14
VALUE KNAP: 2262.12
VALUE MINKNAP: 2262.12
VALUE KNAP: 2262.10
VALUE MINKNAP: 2262.10
VALUE KNAP: 2262.08
VALUE MINKNAP: 2262.08
VALUE KNAP: 2262.07
VALUE MINKNAP: 2262.07
VALUE KNAP: 2262.05
VALUE MINKNAP: 2262.05
VALUE KNAP: 2262.04
VALUE MINKNAP: 2262.04
VALUE KNAP: 2262.03
VALUE MINKNAP: 2262.03
VALUE KNAP: 2262.02
VALUE MINKNAP: 2262.02
VALUE KNAP: 2262.02
VALUE MINKNAP: 2262.02
VALUE KNAP: 2262.01
VALUE MINKNAP: 2262.01
VALUE KNAP: 2262.01
VALUE MINKNAP: 2262.01
VALUE KNAP: 2262.00
VALUE MINKNAP: 2262.00
VALUE KNAP: 2262.00
VALUE MINKNAP: 2262.00
VALUE KNAP: 2262.00
VALUE MINKNAP: 2262.00
VALUE KNAP: 2261.99
VALUE MINKNAP: 2261.99
VALUE KNAP: 2261.99
VALUE MINKNAP: 2261.99
VALUE KNAP: 2261.99
VALUE MINKNAP: 2261.99
VALUE KNAP: 2261.99
VALUE MINKNAP: 2261.99
VALUE KNAP: 2261.98
VALUE MINKNAP: 2261.98
VALUE KNAP: 2261.98
VALUE MINKNAP: 2261.98
VALUE KNAP: 2261.98
VALUE MINKNAP: 2261.98
VALUE KNAP: 2261.98
VALUE MINKNAP: 2261.98
VALUE KNAP: 2261.98
VALUE MINKNAP: 2261.98
VALUE KNAP: 2261.98
VALUE MINKNAP: 2261.98
VALUE KNAP: 2261.98
VALUE MINKNAP: 2261.98
VALUE KNAP: 2261.98
VALUE MINKNAP: 2261.98
VALUE KNAP: 2261.98
VALUE MINKNAP: 2261.98
VALUE KNAP: 2261.98
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
VALUE MINKNAP: 2261.97
VALUE KNAP: 2261.97
