*** pb_500rnd0200.dat ****
VALUE KNAP: 109.00
VALUE MINKNAP: 109.00
VALUE KNAP: 108.11
VALUE MINKNAP: 108.11
VALUE KNAP: 111.52
VALUE MINKNAP: 111.52
VALUE KNAP: 104.17
VALUE MINKNAP: 104.17
VALUE KNAP: 104.77
VALUE MINKNAP: 104.77
VALUE KNAP: 99.36
VALUE MINKNAP: 99.36
VALUE KNAP: 103.23
VALUE MINKNAP: 103.23
VALUE KNAP: 95.67
VALUE MINKNAP: 95.67
VALUE KNAP: 87.50
VALUE MINKNAP: 87.50
VALUE KNAP: 81.84
VALUE MINKNAP: 81.84
VALUE KNAP: 79.27
VALUE MINKNAP: 79.27
VALUE KNAP: 79.45
VALUE MINKNAP: 79.45
VALUE KNAP: 76.32
VALUE MINKNAP: 76.32
VALUE KNAP: 75.03
VALUE MINKNAP: 75.03
VALUE KNAP: 70.55
VALUE MINKNAP: 70.55
VALUE KNAP: 67.84
VALUE MINKNAP: 67.84
VALUE KNAP: 66.71
VALUE MINKNAP: 66.71
VALUE KNAP: 66.01
VALUE MINKNAP: 66.01
VALUE KNAP: 65.93
VALUE MINKNAP: 65.93
VALUE KNAP: 63.99
VALUE MINKNAP: 63.99
VALUE KNAP: 63.08
VALUE MINKNAP: 63.08
VALUE KNAP: 62.27
VALUE MINKNAP: 62.27
VALUE KNAP: 61.90
VALUE MINKNAP: 61.90
VALUE KNAP: 61.90
VALUE MINKNAP: 61.90
VALUE KNAP: 60.58
VALUE MINKNAP: 60.58
VALUE KNAP: 60.23
VALUE MINKNAP: 60.23
VALUE KNAP: 60.02
VALUE MINKNAP: 60.02
VALUE KNAP: 59.82
VALUE MINKNAP: 59.82
VALUE KNAP: 59.72
VALUE MINKNAP: 59.72
VALUE KNAP: 59.20
VALUE MINKNAP: 59.20
VALUE KNAP: 59.03
VALUE MINKNAP: 59.03
VALUE KNAP: 58.85
VALUE MINKNAP: 58.85
VALUE KNAP: 58.86
VALUE MINKNAP: 58.86
