*** pb_500rnd0300.dat ****
VALUE KNAP: 2730.00
VALUE MINKNAP: 2730.00
VALUE KNAP: 2420.90
VALUE MINKNAP: 2420.90
VALUE KNAP: 2393.01
VALUE MINKNAP: 2393.01
VALUE KNAP: 2125.05
VALUE MINKNAP: 2125.05
VALUE KNAP: 2084.34
VALUE MINKNAP: 2084.34
VALUE KNAP: 1955.88
VALUE MINKNAP: 1955.88
VALUE KNAP: 1722.12
VALUE MINKNAP: 1722.12
VALUE KNAP: 1591.47
VALUE MINKNAP: 1591.47
VALUE KNAP: 1526.57
VALUE MINKNAP: 1526.57
VALUE KNAP: 1509.16
VALUE MINKNAP: 1509.16
VALUE KNAP: 1490.28
VALUE MINKNAP: 1490.28
VALUE KNAP: 1385.59
VALUE MINKNAP: 1385.59
VALUE KNAP: 1363.62
VALUE MINKNAP: 1363.62
VALUE KNAP: 1349.95
VALUE MINKNAP: 1349.95
VALUE KNAP: 1343.23
VALUE MINKNAP: 1343.23
VALUE KNAP: 1335.80
VALUE MINKNAP: 1335.80
VALUE KNAP: 1295.99
VALUE MINKNAP: 1295.99
VALUE KNAP: 1293.04
VALUE MINKNAP: 1293.04
VALUE KNAP: 1283.47
VALUE MINKNAP: 1283.47
VALUE KNAP: 1280.62
VALUE MINKNAP: 1280.62
VALUE KNAP: 1281.50
VALUE MINKNAP: 1281.50
VALUE KNAP: 1276.79
VALUE MINKNAP: 1276.79
VALUE KNAP: 1261.63
VALUE MINKNAP: 1261.63
VALUE KNAP: 1256.86
VALUE MINKNAP: 1256.86
VALUE KNAP: 1256.23
VALUE MINKNAP: 1256.23
VALUE KNAP: 1255.38
VALUE MINKNAP: 1255.38
VALUE KNAP: 1253.03
VALUE MINKNAP: 1253.03
VALUE KNAP: 1245.19
VALUE MINKNAP: 1245.19
VALUE KNAP: 1243.52
VALUE MINKNAP: 1243.52
VALUE KNAP: 1242.85
VALUE MINKNAP: 1242.85
VALUE KNAP: 1242.43
VALUE MINKNAP: 1242.43
VALUE KNAP: 1241.27
VALUE MINKNAP: 1241.27
VALUE KNAP: 1237.83
VALUE MINKNAP: 1237.83
VALUE KNAP: 1236.77
VALUE MINKNAP: 1236.77
VALUE KNAP: 1236.88
VALUE MINKNAP: 1236.88
VALUE KNAP: 1236.42
VALUE MINKNAP: 1236.43
VALUE KNAP: 1236.21
VALUE MINKNAP: 1236.21
VALUE KNAP: 1236.09
VALUE MINKNAP: 1236.09
VALUE KNAP: 1234.09
VALUE MINKNAP: 1234.09
VALUE KNAP: 1233.75
VALUE MINKNAP: 1233.75
VALUE KNAP: 1233.36
VALUE MINKNAP: 1233.36
VALUE KNAP: 1233.38
VALUE MINKNAP: 1233.38
VALUE KNAP: 1233.05
VALUE MINKNAP: 1233.05
VALUE KNAP: 1232.95
VALUE MINKNAP: 1232.95
VALUE KNAP: 1232.17
VALUE MINKNAP: 1232.17
VALUE KNAP: 1231.92
VALUE MINKNAP: 1231.92
VALUE KNAP: 1231.83
VALUE MINKNAP: 1231.83
VALUE KNAP: 1231.69
VALUE MINKNAP: 1231.69
VALUE KNAP: 1231.68
VALUE MINKNAP: 1231.68
VALUE KNAP: 1231.23
VALUE MINKNAP: 1231.23
VALUE KNAP: 1231.06
VALUE MINKNAP: 1231.05
VALUE KNAP: 1231.07
VALUE MINKNAP: 1231.07
VALUE KNAP: 1231.03
VALUE MINKNAP: 1231.03
VALUE KNAP: 1231.02
VALUE MINKNAP: 1231.02
VALUE KNAP: 1230.98
VALUE MINKNAP: 1230.98
VALUE KNAP: 1230.71
VALUE MINKNAP: 1230.71
VALUE KNAP: 1230.68
VALUE MINKNAP: 1230.67
VALUE KNAP: 1230.65
VALUE MINKNAP: 1230.65
VALUE KNAP: 1230.65
VALUE MINKNAP: 1230.65
VALUE KNAP: 1230.62
VALUE MINKNAP: 1230.62
VALUE KNAP: 1230.62
VALUE MINKNAP: 1230.62
VALUE KNAP: 1230.60
VALUE MINKNAP: 1230.60
VALUE KNAP: 1230.48
VALUE MINKNAP: 1230.48
VALUE KNAP: 1230.46
VALUE MINKNAP: 1230.46
VALUE KNAP: 1230.43
VALUE MINKNAP: 1230.43
VALUE KNAP: 1230.43
VALUE MINKNAP: 1230.44
VALUE KNAP: 1230.42
VALUE MINKNAP: 1230.42
VALUE KNAP: 1230.42
VALUE MINKNAP: 1230.42
VALUE KNAP: 1230.42
VALUE MINKNAP: 1230.42
VALUE KNAP: 1230.42
VALUE MINKNAP: 1230.42
VALUE KNAP: 1230.35
VALUE MINKNAP: 1230.35
VALUE KNAP: 1230.34
VALUE MINKNAP: 1230.34
VALUE KNAP: 1230.34
VALUE MINKNAP: 1230.34
VALUE KNAP: 1230.32
VALUE MINKNAP: 1230.32
VALUE KNAP: 1230.32
VALUE MINKNAP: 1230.32
VALUE KNAP: 1230.33
VALUE MINKNAP: 1230.32
VALUE KNAP: 1230.31
VALUE MINKNAP: 1230.31
VALUE KNAP: 1230.29
VALUE MINKNAP: 1230.29
VALUE KNAP: 1230.28
VALUE MINKNAP: 1230.28
VALUE KNAP: 1230.28
VALUE MINKNAP: 1230.28
VALUE KNAP: 1230.28
VALUE MINKNAP: 1230.28
VALUE KNAP: 1230.28
VALUE MINKNAP: 1230.27
VALUE KNAP: 1230.28
VALUE MINKNAP: 1230.28
VALUE KNAP: 1230.27
VALUE MINKNAP: 1230.27
VALUE KNAP: 1230.27
VALUE MINKNAP: 1230.27
