*** pb_1000rnd0100.dat ****
VALUE KNAP: 831.00
VALUE MINKNAP: 831.00
VALUE KNAP: 643.14
VALUE MINKNAP: 643.14
VALUE KNAP: 660.12
VALUE MINKNAP: 660.12
VALUE KNAP: 650.70
VALUE MINKNAP: 650.70
VALUE KNAP: 639.54
VALUE MINKNAP: 639.54
VALUE KNAP: 631.41
VALUE MINKNAP: 631.41
VALUE KNAP: 520.18
VALUE MINKNAP: 520.18
VALUE KNAP: 525.48
VALUE MINKNAP: 525.48
VALUE KNAP: 465.59
VALUE MINKNAP: 465.59
VALUE KNAP: 496.39
VALUE MINKNAP: 496.39
VALUE KNAP: 472.47
VALUE MINKNAP: 472.47
VALUE KNAP: 499.22
VALUE MINKNAP: 499.22
VALUE KNAP: 453.73
VALUE MINKNAP: 453.73
VALUE KNAP: 438.46
VALUE MINKNAP: 438.46
VALUE KNAP: 436.23
VALUE MINKNAP: 436.23
VALUE KNAP: 441.65
VALUE MINKNAP: 441.65
VALUE KNAP: 412.77
VALUE MINKNAP: 412.77
VALUE KNAP: 414.22
VALUE MINKNAP: 414.22
VALUE KNAP: 416.34
VALUE MINKNAP: 416.34
VALUE KNAP: 423.26
VALUE MINKNAP: 423.26
VALUE KNAP: 399.70
VALUE MINKNAP: 399.70
VALUE KNAP: 403.42
VALUE MINKNAP: 403.42
VALUE MINKNAP: 410.75
VALUE KNAP: 417.04
VALUE MINKNAP: 417.04
VALUE KNAP: 396.67
VALUE MINKNAP: 396.67
VALUE KNAP: 389.22
VALUE MINKNAP: 389.22
VALUE KNAP: 387.82
VALUE MINKNAP: 387.82
VALUE KNAP: 391.07
VALUE MINKNAP: 391.07
VALUE KNAP: 378.66
VALUE MINKNAP: 378.66
VALUE KNAP: 375.78
VALUE MINKNAP: 375.78
VALUE KNAP: 378.14
VALUE MINKNAP: 378.14
VALUE KNAP: 385.67
VALUE MINKNAP: 385.67
VALUE KNAP: 373.74
VALUE MINKNAP: 373.74
VALUE KNAP: 370.60
VALUE MINKNAP: 370.60
VALUE KNAP: 370.02
VALUE MINKNAP: 370.02
VALUE KNAP: 367.19
VALUE MINKNAP: 367.19
VALUE KNAP: 370.55
VALUE MINKNAP: 370.55
VALUE KNAP: 363.71
VALUE MINKNAP: 363.71
VALUE KNAP: 363.37
VALUE MINKNAP: 363.37
VALUE KNAP: 363.73
VALUE MINKNAP: 363.73
VALUE KNAP: 361.17
VALUE MINKNAP: 361.17
VALUE KNAP: 359.98
VALUE MINKNAP: 359.98
VALUE MINKNAP: 359.74
VALUE KNAP: 360.92
VALUE MINKNAP: 360.92
