*** pb_100rnd0100.dat ****
VALUE KNAP: 801.00
VALUE MINKNAP: 801.00
VALUE KNAP: 742.84
VALUE MINKNAP: 742.84
VALUE KNAP: 833.92
VALUE MINKNAP: 833.92
VALUE KNAP: 862.59
VALUE MINKNAP: 862.59
VALUE KNAP: 925.33
VALUE MINKNAP: 925.33
VALUE KNAP: 898.81
VALUE MINKNAP: 898.81
VALUE KNAP: 943.21
VALUE MINKNAP: 943.21
VALUE KNAP: 911.81
VALUE MINKNAP: 911.81
VALUE KNAP: 936.87
VALUE MINKNAP: 936.87
VALUE KNAP: 917.22
VALUE MINKNAP: 917.22
VALUE KNAP: 928.69
VALUE MINKNAP: 928.69
VALUE KNAP: 926.86
VALUE MINKNAP: 926.86
VALUE KNAP: 719.19
VALUE MINKNAP: 719.19
VALUE KNAP: 643.56
VALUE MINKNAP: 643.56
VALUE KNAP: 625.13
VALUE MINKNAP: 625.13
VALUE KNAP: 627.44
VALUE MINKNAP: 627.44
VALUE KNAP: 632.55
VALUE MINKNAP: 632.55
VALUE KNAP: 626.29
VALUE MINKNAP: 626.29
VALUE KNAP: 626.87
VALUE MINKNAP: 626.87
VALUE KNAP: 627.80
VALUE MINKNAP: 627.80
VALUE KNAP: 615.91
VALUE MINKNAP: 615.91
VALUE KNAP: 566.74
VALUE MINKNAP: 566.74
VALUE KNAP: 565.91
VALUE MINKNAP: 565.91
VALUE KNAP: 564.88
VALUE MINKNAP: 564.88
VALUE KNAP: 560.85
VALUE MINKNAP: 560.85
VALUE KNAP: 562.77
VALUE MINKNAP: 562.77
VALUE KNAP: 559.71
VALUE MINKNAP: 559.71
VALUE KNAP: 537.87
VALUE MINKNAP: 537.87
VALUE KNAP: 542.44
VALUE MINKNAP: 542.44
VALUE KNAP: 538.27
VALUE MINKNAP: 538.27
VALUE KNAP: 540.72
VALUE MINKNAP: 540.72
VALUE KNAP: 539.45
VALUE MINKNAP: 539.45
VALUE KNAP: 540.29
VALUE MINKNAP: 540.29
VALUE KNAP: 539.47
VALUE MINKNAP: 539.47
VALUE KNAP: 541.46
VALUE MINKNAP: 541.46
VALUE KNAP: 539.02
VALUE MINKNAP: 539.02
VALUE KNAP: 526.56
VALUE MINKNAP: 526.56
VALUE KNAP: 527.01
VALUE MINKNAP: 527.01
VALUE KNAP: 526.35
VALUE MINKNAP: 526.35
VALUE KNAP: 527.07
VALUE MINKNAP: 527.07
VALUE KNAP: 526.17
VALUE MINKNAP: 526.17
VALUE KNAP: 527.04
VALUE MINKNAP: 527.04
VALUE KNAP: 526.57
VALUE MINKNAP: 526.57
VALUE KNAP: 526.68
VALUE MINKNAP: 526.68
VALUE KNAP: 526.49
VALUE MINKNAP: 526.49
VALUE KNAP: 520.33
VALUE MINKNAP: 520.33
VALUE KNAP: 520.97
VALUE MINKNAP: 520.97
VALUE KNAP: 520.47
VALUE MINKNAP: 520.47
VALUE KNAP: 520.72
VALUE MINKNAP: 520.72
VALUE KNAP: 520.50
VALUE MINKNAP: 520.50
VALUE KNAP: 520.68
VALUE MINKNAP: 520.68
VALUE KNAP: 520.41
VALUE MINKNAP: 520.41
VALUE KNAP: 520.81
VALUE MINKNAP: 520.81
VALUE KNAP: 520.27
VALUE MINKNAP: 520.27
VALUE KNAP: 517.41
VALUE MINKNAP: 517.41
VALUE KNAP: 518.08
VALUE MINKNAP: 518.08
VALUE KNAP: 517.39
VALUE MINKNAP: 517.39
VALUE KNAP: 517.98
VALUE MINKNAP: 517.98
VALUE KNAP: 517.43
VALUE MINKNAP: 517.43
VALUE KNAP: 517.95
VALUE MINKNAP: 517.95
VALUE KNAP: 517.48
VALUE MINKNAP: 517.48
VALUE KNAP: 518.01
VALUE MINKNAP: 518.01
VALUE KNAP: 517.34
VALUE MINKNAP: 517.34
VALUE KNAP: 516.18
VALUE MINKNAP: 516.18
VALUE KNAP: 516.44
VALUE MINKNAP: 516.44
VALUE KNAP: 516.21
VALUE MINKNAP: 516.21
VALUE KNAP: 516.35
VALUE MINKNAP: 516.35
VALUE KNAP: 516.22
VALUE MINKNAP: 516.22
VALUE KNAP: 516.32
VALUE MINKNAP: 516.32
VALUE KNAP: 516.26
VALUE MINKNAP: 516.26
