*** pb_200rnd0900.dat ****
VALUE KNAP: 1634.00
VALUE MINKNAP: 1637.00
VALUE KNAP: 1565.41
VALUE MINKNAP: 1565.41
VALUE KNAP: 1516.61
VALUE MINKNAP: 1516.61
VALUE KNAP: 1508.76
VALUE MINKNAP: 1508.76
VALUE KNAP: 1465.99
VALUE MINKNAP: 1466.99
VALUE KNAP: 1468.89
VALUE MINKNAP: 1468.89
VALUE KNAP: 1455.56
VALUE MINKNAP: 1456.05
VALUE KNAP: 1393.60
VALUE MINKNAP: 1393.60
VALUE KNAP: 1376.07
VALUE MINKNAP: 1376.55
VALUE KNAP: 1364.11
VALUE MINKNAP: 1364.11
VALUE KNAP: 1359.94
VALUE MINKNAP: 1360.27
VALUE KNAP: 1354.45
VALUE MINKNAP: 1354.45
VALUE KNAP: 1339.07
VALUE MINKNAP: 1339.07
VALUE KNAP: 1334.70
VALUE MINKNAP: 1334.70
VALUE KNAP: 1335.60
VALUE MINKNAP: 1335.60
VALUE KNAP: 1332.85
VALUE MINKNAP: 1332.85
VALUE KNAP: 1331.86
VALUE MINKNAP: 1331.86
VALUE KNAP: 1332.16
VALUE MINKNAP: 1332.26
VALUE KNAP: 1331.44
VALUE MINKNAP: 1331.44
VALUE KNAP: 1328.13
VALUE MINKNAP: 1328.13
SI
