*** pb_500rnd0500.dat ****
VALUE KNAP: 951.00
VALUE MINKNAP: 951.00
VALUE KNAP: 761.20
VALUE MINKNAP: 761.20
VALUE KNAP: 707.06
VALUE MINKNAP: 707.06
VALUE KNAP: 688.50
VALUE MINKNAP: 688.50
VALUE MINKNAP: 772.22
VALUE KNAP: 671.81
VALUE MINKNAP: 671.81
VALUE KNAP: 544.93
VALUE MINKNAP: 544.93
VALUE KNAP: 522.76
VALUE MINKNAP: 522.76
VALUE KNAP: 528.00
VALUE MINKNAP: 528.00
VALUE KNAP: 525.60
VALUE MINKNAP: 525.60
VALUE KNAP: 511.48
VALUE MINKNAP: 511.48
VALUE KNAP: 507.52
VALUE MINKNAP: 507.52
VALUE KNAP: 469.36
VALUE MINKNAP: 469.36
VALUE KNAP: 456.82
VALUE MINKNAP: 456.82
VALUE KNAP: 449.04
VALUE MINKNAP: 449.04
VALUE KNAP: 447.37
VALUE MINKNAP: 447.37
VALUE KNAP: 451.97
VALUE MINKNAP: 451.97
VALUE KNAP: 444.30
VALUE MINKNAP: 444.30
VALUE KNAP: 430.09
VALUE MINKNAP: 430.09
VALUE KNAP: 423.52
VALUE MINKNAP: 423.52
VALUE KNAP: 423.84
VALUE MINKNAP: 423.84
VALUE KNAP: 421.46
VALUE MINKNAP: 421.46
VALUE KNAP: 419.11
VALUE MINKNAP: 419.11
VALUE KNAP: 419.70
VALUE MINKNAP: 419.70
VALUE KNAP: 420.21
VALUE MINKNAP: 420.21
VALUE KNAP: 416.86
VALUE MINKNAP: 416.86
VALUE KNAP: 412.99
VALUE MINKNAP: 412.99
VALUE KNAP: 408.99
VALUE MINKNAP: 408.99
VALUE KNAP: 409.88
VALUE MINKNAP: 409.88
VALUE KNAP: 406.34
VALUE MINKNAP: 406.34
VALUE KNAP: 407.47
VALUE MINKNAP: 407.47
VALUE KNAP: 405.86
VALUE MINKNAP: 405.86
VALUE KNAP: 406.87
VALUE MINKNAP: 406.87
VALUE KNAP: 404.86
VALUE MINKNAP: 404.86
VALUE KNAP: 403.28
VALUE MINKNAP: 403.28
VALUE KNAP: 401.73
VALUE MINKNAP: 401.73
VALUE KNAP: 401.63
VALUE MINKNAP: 401.63
VALUE KNAP: 400.50
VALUE MINKNAP: 400.50
VALUE KNAP: 400.15
VALUE MINKNAP: 400.15
VALUE KNAP: 398.40
VALUE MINKNAP: 398.40
VALUE KNAP: 398.47
VALUE MINKNAP: 398.47
VALUE KNAP: 398.09
VALUE MINKNAP: 398.09
VALUE KNAP: 397.64
VALUE MINKNAP: 397.64
VALUE KNAP: 397.48
VALUE MINKNAP: 397.48
VALUE KNAP: 397.45
VALUE MINKNAP: 397.45
VALUE KNAP: 396.74
VALUE MINKNAP: 396.74
VALUE KNAP: 396.56
VALUE MINKNAP: 396.56
VALUE KNAP: 396.42
VALUE MINKNAP: 396.42
VALUE KNAP: 396.22
VALUE MINKNAP: 396.22
VALUE KNAP: 396.20
VALUE MINKNAP: 396.20
VALUE KNAP: 395.93
VALUE MINKNAP: 395.93
VALUE KNAP: 395.75
VALUE MINKNAP: 395.75
VALUE KNAP: 395.64
VALUE MINKNAP: 395.64
VALUE KNAP: 395.59
VALUE MINKNAP: 395.59
VALUE KNAP: 395.58
VALUE MINKNAP: 395.58
VALUE KNAP: 395.33
VALUE MINKNAP: 395.33
VALUE KNAP: 395.28
VALUE MINKNAP: 395.28
VALUE KNAP: 395.25
VALUE MINKNAP: 395.26
VALUE KNAP: 395.22
VALUE MINKNAP: 395.22
VALUE KNAP: 395.21
VALUE MINKNAP: 395.21
VALUE KNAP: 395.13
VALUE MINKNAP: 395.13
VALUE KNAP: 395.09
VALUE MINKNAP: 395.09
VALUE KNAP: 395.07
VALUE MINKNAP: 395.07
VALUE KNAP: 395.07
VALUE MINKNAP: 395.07
VALUE KNAP: 395.03
VALUE MINKNAP: 395.03
VALUE KNAP: 395.00
VALUE MINKNAP: 395.00
VALUE KNAP: 394.98
VALUE MINKNAP: 394.98
VALUE KNAP: 394.96
VALUE MINKNAP: 394.96
VALUE KNAP: 394.96
VALUE MINKNAP: 394.96
VALUE KNAP: 394.96
VALUE MINKNAP: 394.96
