*** pb_1000rnd0400.dat ****
VALUE KNAP: 216.00
VALUE MINKNAP: 216.00
VALUE KNAP: 221.23
VALUE MINKNAP: 221.23
VALUE KNAP: 234.08
VALUE MINKNAP: 234.08
VALUE KNAP: 210.20
VALUE MINKNAP: 210.20
VALUE KNAP: 218.35
VALUE MINKNAP: 218.35
VALUE KNAP: 197.96
VALUE MINKNAP: 197.96
VALUE KNAP: 209.37
VALUE MINKNAP: 209.37
VALUE KNAP: 201.74
VALUE MINKNAP: 201.74
VALUE KNAP: 210.50
VALUE MINKNAP: 210.50
VALUE KNAP: 197.23
VALUE MINKNAP: 197.23
VALUE KNAP: 171.59
VALUE MINKNAP: 171.59
VALUE KNAP: 166.08
VALUE MINKNAP: 166.08
VALUE KNAP: 158.68
VALUE MINKNAP: 158.68
VALUE KNAP: 156.91
VALUE MINKNAP: 156.91
VALUE KNAP: 155.00
VALUE MINKNAP: 155.00
VALUE KNAP: 143.36
VALUE MINKNAP: 143.36
VALUE KNAP: 139.11
VALUE MINKNAP: 139.11
VALUE KNAP: 136.36
VALUE MINKNAP: 136.36
VALUE KNAP: 136.31
VALUE MINKNAP: 136.31
VALUE KNAP: 133.94
VALUE MINKNAP: 133.94
VALUE KNAP: 129.61
VALUE MINKNAP: 129.61
VALUE KNAP: 127.12
VALUE MINKNAP: 127.12
VALUE KNAP: 125.94
VALUE MINKNAP: 125.94
VALUE KNAP: 124.97
VALUE MINKNAP: 124.96
VALUE KNAP: 124.60
VALUE MINKNAP: 124.60
VALUE KNAP: 122.33
VALUE MINKNAP: 122.33
VALUE KNAP: 121.59
VALUE MINKNAP: 121.59
VALUE KNAP: 121.10
VALUE MINKNAP: 121.10
VALUE KNAP: 120.51
VALUE MINKNAP: 120.51
VALUE KNAP: 120.50
VALUE MINKNAP: 120.50
VALUE KNAP: 119.34
VALUE MINKNAP: 119.34
VALUE KNAP: 119.05
VALUE MINKNAP: 119.05
VALUE KNAP: 118.73
VALUE MINKNAP: 118.73
VALUE KNAP: 118.64
VALUE MINKNAP: 118.64
VALUE KNAP: 118.46
VALUE MINKNAP: 118.46
VALUE KNAP: 117.94
VALUE MINKNAP: 117.94
VALUE KNAP: 117.74
VALUE MINKNAP: 117.75
VALUE KNAP: 117.62
VALUE MINKNAP: 117.62
VALUE KNAP: 117.60
VALUE MINKNAP: 117.60
VALUE KNAP: 117.51
VALUE MINKNAP: 117.51
VALUE KNAP: 117.22
VALUE MINKNAP: 117.22
VALUE KNAP: 117.14
VALUE MINKNAP: 117.14
VALUE KNAP: 117.07
VALUE MINKNAP: 117.07
VALUE KNAP: 117.05
VALUE MINKNAP: 117.06
VALUE KNAP: 117.06
VALUE MINKNAP: 117.06
VALUE KNAP: 117.01
VALUE MINKNAP: 117.01
VALUE KNAP: 116.87
VALUE MINKNAP: 116.87
VALUE KNAP: 116.84
VALUE MINKNAP: 116.84
VALUE KNAP: 116.79
VALUE MINKNAP: 116.79
VALUE KNAP: 116.78
VALUE MINKNAP: 116.78
VALUE KNAP: 116.79
VALUE MINKNAP: 116.79
VALUE KNAP: 116.77
VALUE MINKNAP: 116.77
VALUE KNAP: 116.71
VALUE MINKNAP: 116.71
VALUE KNAP: 116.68
VALUE MINKNAP: 116.68
VALUE KNAP: 116.66
VALUE MINKNAP: 116.66
VALUE KNAP: 116.66
VALUE MINKNAP: 116.66
VALUE KNAP: 116.65
VALUE MINKNAP: 116.65
VALUE KNAP: 116.65
VALUE MINKNAP: 116.65
VALUE KNAP: 116.63
VALUE MINKNAP: 116.62
VALUE KNAP: 116.61
VALUE MINKNAP: 116.61
VALUE KNAP: 116.60
VALUE MINKNAP: 116.60
VALUE KNAP: 116.60
VALUE MINKNAP: 116.60
VALUE KNAP: 116.59
VALUE MINKNAP: 116.59
VALUE KNAP: 116.59
VALUE MINKNAP: 116.59
VALUE KNAP: 116.58
VALUE MINKNAP: 116.58
VALUE KNAP: 116.56
VALUE MINKNAP: 116.56
VALUE KNAP: 116.56
VALUE MINKNAP: 116.56
VALUE KNAP: 116.56
VALUE MINKNAP: 116.56
VALUE KNAP: 116.55
VALUE MINKNAP: 116.55
VALUE KNAP: 116.56
VALUE MINKNAP: 116.56
VALUE KNAP: 116.55
VALUE MINKNAP: 116.55
VALUE KNAP: 116.56
VALUE MINKNAP: 116.56
VALUE KNAP: 116.54
VALUE MINKNAP: 116.54
VALUE KNAP: 116.55
VALUE MINKNAP: 116.54
VALUE KNAP: 116.54
VALUE MINKNAP: 116.54
VALUE KNAP: 116.54
VALUE MINKNAP: 116.54
VALUE KNAP: 116.54
VALUE MINKNAP: 116.54
VALUE KNAP: 116.54
VALUE MINKNAP: 116.54
VALUE KNAP: 116.55
VALUE MINKNAP: 116.55
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.54
VALUE MINKNAP: 116.53
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.54
VALUE MINKNAP: 116.54
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.54
VALUE MINKNAP: 116.54
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.53
VALUE MINKNAP: 116.52
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.53
VALUE MINKNAP: 116.53
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.53
VALUE MINKNAP: 116.52
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
VALUE KNAP: 116.53
VALUE MINKNAP: 116.52
VALUE KNAP: 116.52
VALUE MINKNAP: 116.52
