*** pb_200rnd1700.dat ****
VALUE KNAP: 776.00
VALUE MINKNAP: 776.00
VALUE KNAP: 718.02
VALUE MINKNAP: 718.02
VALUE KNAP: 640.44
VALUE MINKNAP: 640.44
VALUE KNAP: 576.84
VALUE MINKNAP: 576.84
VALUE KNAP: 552.52
VALUE MINKNAP: 552.52
VALUE KNAP: 503.53
VALUE MINKNAP: 503.53
VALUE KNAP: 453.06
VALUE MINKNAP: 453.06
VALUE KNAP: 438.05
VALUE MINKNAP: 438.05
VALUE KNAP: 424.65
VALUE MINKNAP: 424.65
VALUE KNAP: 426.61
VALUE MINKNAP: 426.61
VALUE KNAP: 420.60
VALUE MINKNAP: 420.60
VALUE KNAP: 415.42
VALUE MINKNAP: 415.42
VALUE KNAP: 395.54
VALUE MINKNAP: 395.54
VALUE KNAP: 394.24
VALUE MINKNAP: 394.24
VALUE KNAP: 386.29
VALUE MINKNAP: 386.29
VALUE KNAP: 385.60
VALUE MINKNAP: 385.60
VALUE KNAP: 385.90
VALUE MINKNAP: 385.90
VALUE KNAP: 382.77
VALUE MINKNAP: 382.77
VALUE KNAP: 375.88
VALUE MINKNAP: 375.88
VALUE KNAP: 374.52
VALUE MINKNAP: 374.52
VALUE KNAP: 373.96
VALUE MINKNAP: 373.96
VALUE KNAP: 372.32
VALUE MINKNAP: 372.32
VALUE KNAP: 371.02
VALUE MINKNAP: 371.02
VALUE KNAP: 367.78
VALUE MINKNAP: 367.78
VALUE KNAP: 367.74
VALUE MINKNAP: 367.74
VALUE KNAP: 367.13
VALUE MINKNAP: 367.13
VALUE KNAP: 366.65
VALUE MINKNAP: 366.65
VALUE KNAP: 366.77
VALUE MINKNAP: 366.77
VALUE KNAP: 366.36
VALUE MINKNAP: 366.36
VALUE KNAP: 364.17
VALUE MINKNAP: 364.17
VALUE KNAP: 364.00
VALUE MINKNAP: 364.00
VALUE KNAP: 364.06
VALUE MINKNAP: 364.06
VALUE KNAP: 363.81
VALUE MINKNAP: 363.81
VALUE KNAP: 363.94
VALUE MINKNAP: 363.94
VALUE KNAP: 363.63
VALUE MINKNAP: 363.63
VALUE KNAP: 363.63
VALUE MINKNAP: 363.63
VALUE KNAP: 362.80
VALUE MINKNAP: 362.80
VALUE KNAP: 362.48
VALUE MINKNAP: 362.48
VALUE KNAP: 362.50
VALUE MINKNAP: 362.50
VALUE KNAP: 362.56
VALUE MINKNAP: 362.56
VALUE KNAP: 362.44
VALUE MINKNAP: 362.44
VALUE KNAP: 362.49
VALUE MINKNAP: 362.49
VALUE KNAP: 362.22
VALUE MINKNAP: 362.22
VALUE KNAP: 362.23
VALUE MINKNAP: 362.23
VALUE KNAP: 362.19
VALUE MINKNAP: 362.19
VALUE KNAP: 361.85
VALUE MINKNAP: 361.85
VALUE KNAP: 361.73
VALUE MINKNAP: 361.73
VALUE KNAP: 361.68
VALUE MINKNAP: 361.68
VALUE KNAP: 361.68
VALUE MINKNAP: 361.68
VALUE KNAP: 361.74
VALUE MINKNAP: 361.74
VALUE KNAP: 361.63
VALUE MINKNAP: 361.63
VALUE KNAP: 361.43
VALUE MINKNAP: 361.43
VALUE KNAP: 361.40
VALUE MINKNAP: 361.40
VALUE KNAP: 361.41
VALUE MINKNAP: 361.41
VALUE KNAP: 361.37
VALUE MINKNAP: 361.37
VALUE KNAP: 361.33
VALUE MINKNAP: 361.33
VALUE KNAP: 361.35
VALUE MINKNAP: 361.35
VALUE KNAP: 361.33
VALUE MINKNAP: 361.33
VALUE KNAP: 361.24
VALUE MINKNAP: 361.24
VALUE KNAP: 361.23
VALUE MINKNAP: 361.23
VALUE KNAP: 361.19
VALUE MINKNAP: 361.19
VALUE KNAP: 361.20
VALUE MINKNAP: 361.20
VALUE KNAP: 361.19
VALUE MINKNAP: 361.19
VALUE KNAP: 361.18
VALUE MINKNAP: 361.18
VALUE KNAP: 361.14
VALUE MINKNAP: 361.14
VALUE KNAP: 361.13
VALUE MINKNAP: 361.13
VALUE KNAP: 361.12
