*** pb_500rnd1000.dat ****
VALUE KNAP: 520.00
VALUE MINKNAP: 520.00
VALUE KNAP: 249.63
VALUE MINKNAP: 249.63
VALUE KNAP: 236.29
VALUE MINKNAP: 236.49
VALUE KNAP: 235.09
VALUE MINKNAP: 235.09
VALUE KNAP: 225.72
VALUE MINKNAP: 225.82
VALUE KNAP: 221.71
VALUE MINKNAP: 221.71
VALUE KNAP: 205.28
VALUE MINKNAP: 205.33
VALUE KNAP: 202.06
VALUE MINKNAP: 202.06
VALUE KNAP: 197.37
VALUE MINKNAP: 197.41
VALUE KNAP: 195.67
VALUE MINKNAP: 195.67
VALUE KNAP: 194.36
VALUE MINKNAP: 194.39
VALUE KNAP: 190.72
VALUE MINKNAP: 190.73
VALUE KNAP: 189.67
VALUE MINKNAP: 189.67
VALUE KNAP: 188.56
VALUE MINKNAP: 188.57
VALUE KNAP: 188.15
VALUE MINKNAP: 188.16
VALUE KNAP: 187.61
VALUE MINKNAP: 187.61
VALUE KNAP: 186.35
VALUE MINKNAP: 186.35
VALUE KNAP: 186.03
VALUE MINKNAP: 186.03
VALUE KNAP: 185.70
VALUE MINKNAP: 185.70
VALUE KNAP: 185.60
VALUE MINKNAP: 185.60
VALUE KNAP: 185.37
VALUE MINKNAP: 185.37
VALUE KNAP: 184.93
VALUE MINKNAP: 184.93
VALUE KNAP: 184.77
VALUE MINKNAP: 184.77
VALUE KNAP: 184.65
VALUE MINKNAP: 184.65
VALUE KNAP: 184.49
VALUE MINKNAP: 184.49
VALUE KNAP: 184.48
VALUE MINKNAP: 184.48
VALUE KNAP: 184.26
VALUE MINKNAP: 184.26
VALUE KNAP: 184.20
VALUE MINKNAP: 184.20
VALUE KNAP: 184.17
VALUE MINKNAP: 184.17
VALUE KNAP: 184.09
VALUE MINKNAP: 184.09
VALUE KNAP: 184.07
VALUE MINKNAP: 184.07
VALUE KNAP: 183.97
VALUE MINKNAP: 183.97
VALUE KNAP: 183.96
VALUE MINKNAP: 183.96
VALUE KNAP: 183.91
VALUE MINKNAP: 183.91
VALUE KNAP: 183.90
VALUE MINKNAP: 183.90
VALUE KNAP: 183.87
VALUE MINKNAP: 183.87
VALUE KNAP: 183.84
VALUE MINKNAP: 183.84
VALUE KNAP: 183.83
VALUE MINKNAP: 183.83
VALUE KNAP: 183.81
VALUE MINKNAP: 183.81
VALUE KNAP: 183.81
VALUE MINKNAP: 183.81
VALUE KNAP: 183.80
VALUE MINKNAP: 183.80
VALUE KNAP: 183.78
VALUE MINKNAP: 183.78
VALUE KNAP: 183.77
VALUE MINKNAP: 183.77
VALUE KNAP: 183.76
VALUE MINKNAP: 183.76
VALUE KNAP: 183.76
VALUE MINKNAP: 183.76
VALUE KNAP: 183.74
VALUE MINKNAP: 183.75
VALUE KNAP: 183.76
VALUE MINKNAP: 183.76
VALUE KNAP: 183.74
VALUE MINKNAP: 183.74
VALUE KNAP: 183.74
VALUE MINKNAP: 183.73
VALUE KNAP: 183.73
VALUE MINKNAP: 183.73
VALUE KNAP: 183.73
VALUE MINKNAP: 183.73
VALUE KNAP: 183.73
VALUE MINKNAP: 183.72
VALUE KNAP: 183.72
VALUE MINKNAP: 183.72
VALUE KNAP: 183.72
VALUE MINKNAP: 183.72
VALUE KNAP: 183.72
VALUE MINKNAP: 183.72
VALUE KNAP: 183.72
VALUE MINKNAP: 183.71
VALUE KNAP: 183.71
VALUE MINKNAP: 183.71
VALUE KNAP: 183.71
VALUE MINKNAP: 183.71
VALUE KNAP: 183.71
VALUE MINKNAP: 183.71
VALUE KNAP: 183.71
VALUE MINKNAP: 183.71
VALUE KNAP: 183.71
VALUE MINKNAP: 183.71
VALUE KNAP: 183.71
VALUE MINKNAP: 183.71
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.71
VALUE MINKNAP: 183.70
VALUE KNAP: 183.71
VALUE MINKNAP: 183.71
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.71
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
VALUE KNAP: 183.70
VALUE MINKNAP: 183.70
