*** pb_100rnd0200.dat ****
VALUE KNAP: 62.00
VALUE MINKNAP: 62.00
VALUE KNAP: 71.79
VALUE MINKNAP: 71.79
VALUE KNAP: 87.86
VALUE MINKNAP: 87.86
VALUE KNAP: 78.20
VALUE MINKNAP: 78.20
VALUE KNAP: 88.18
VALUE MINKNAP: 88.18
VALUE KNAP: 82.90
VALUE MINKNAP: 82.90
VALUE KNAP: 84.95
VALUE MINKNAP: 84.95
VALUE KNAP: 86.53
VALUE MINKNAP: 86.53
VALUE KNAP: 87.15
VALUE MINKNAP: 87.15
VALUE KNAP: 87.42
VALUE MINKNAP: 87.42
VALUE KNAP: 87.12
VALUE MINKNAP: 87.12
VALUE KNAP: 86.88
VALUE MINKNAP: 86.88
VALUE KNAP: 67.21
VALUE MINKNAP: 67.21
VALUE KNAP: 62.26
VALUE MINKNAP: 62.26
VALUE KNAP: 63.76
VALUE MINKNAP: 63.76
VALUE KNAP: 63.10
VALUE MINKNAP: 63.10
VALUE KNAP: 63.06
VALUE MINKNAP: 63.06
VALUE KNAP: 64.66
VALUE MINKNAP: 64.66
VALUE KNAP: 63.98
VALUE MINKNAP: 63.98
VALUE KNAP: 56.03
VALUE MINKNAP: 56.03
VALUE KNAP: 56.60
VALUE MINKNAP: 56.60
VALUE KNAP: 57.21
VALUE MINKNAP: 57.21
VALUE KNAP: 57.08
VALUE MINKNAP: 57.08
VALUE KNAP: 57.34
VALUE MINKNAP: 57.34
VALUE KNAP: 57.26
VALUE MINKNAP: 57.26
VALUE KNAP: 57.30
VALUE MINKNAP: 57.30
VALUE KNAP: 57.23
VALUE MINKNAP: 57.23
VALUE KNAP: 57.32
VALUE MINKNAP: 57.32
VALUE KNAP: 57.27
VALUE MINKNAP: 57.27
VALUE KNAP: 52.68
VALUE MINKNAP: 52.68
VALUE KNAP: 53.48
VALUE MINKNAP: 53.48
VALUE KNAP: 52.82
VALUE MINKNAP: 52.82
VALUE KNAP: 53.25
VALUE MINKNAP: 53.25
VALUE KNAP: 52.97
VALUE MINKNAP: 52.97
VALUE KNAP: 53.19
VALUE MINKNAP: 53.19
VALUE KNAP: 52.99
VALUE MINKNAP: 52.99
VALUE KNAP: 53.17
VALUE MINKNAP: 53.17
VALUE KNAP: 53.04
VALUE MINKNAP: 53.04
VALUE KNAP: 51.40
VALUE MINKNAP: 51.40
VALUE KNAP: 51.53
VALUE MINKNAP: 51.53
VALUE KNAP: 51.37
VALUE MINKNAP: 51.37
VALUE KNAP: 51.52
VALUE MINKNAP: 51.52
VALUE KNAP: 51.38
VALUE MINKNAP: 51.38
VALUE KNAP: 51.48
VALUE MINKNAP: 51.48
VALUE KNAP: 51.42
VALUE MINKNAP: 51.42
VALUE KNAP: 51.46
VALUE MINKNAP: 51.46
VALUE KNAP: 51.44
VALUE MINKNAP: 51.44
VALUE KNAP: 50.72
VALUE MINKNAP: 50.72
VALUE KNAP: 50.74
VALUE MINKNAP: 50.74
VALUE KNAP: 50.71
VALUE MINKNAP: 50.71
VALUE KNAP: 50.69
VALUE MINKNAP: 50.69
VALUE KNAP: 50.70
VALUE MINKNAP: 50.70
VALUE KNAP: 50.70
VALUE MINKNAP: 50.70
VALUE KNAP: 50.69
VALUE MINKNAP: 50.69
VALUE KNAP: 50.28
VALUE MINKNAP: 50.28
VALUE KNAP: 50.43
VALUE MINKNAP: 50.43
VALUE KNAP: 50.29
VALUE MINKNAP: 50.29
VALUE KNAP: 50.40
VALUE MINKNAP: 50.40
VALUE KNAP: 50.28
VALUE MINKNAP: 50.28
VALUE KNAP: 50.40
VALUE MINKNAP: 50.40
VALUE KNAP: 50.29
VALUE MINKNAP: 50.29
VALUE KNAP: 50.39
VALUE MINKNAP: 50.39
VALUE KNAP: 50.29
VALUE MINKNAP: 50.29
VALUE KNAP: 50.16
VALUE MINKNAP: 50.16
VALUE KNAP: 50.19
VALUE MINKNAP: 50.19
VALUE KNAP: 50.16
VALUE MINKNAP: 50.16
VALUE KNAP: 50.18
VALUE MINKNAP: 50.18
VALUE KNAP: 50.16
VALUE MINKNAP: 50.16
VALUE KNAP: 50.18
VALUE MINKNAP: 50.18
VALUE KNAP: 50.16
