*** pb_100rnd0700.dat ****
VALUE KNAP: 688.00
VALUE MINKNAP: 688.00
VALUE KNAP: 631.32
VALUE MINKNAP: 631.32
VALUE KNAP: 604.31
VALUE MINKNAP: 604.31
VALUE KNAP: 573.12
VALUE MINKNAP: 573.12
VALUE KNAP: 553.02
VALUE MINKNAP: 553.02
VALUE KNAP: 540.01
VALUE MINKNAP: 540.01
VALUE KNAP: 524.88
VALUE MINKNAP: 524.88
VALUE KNAP: 519.71
VALUE MINKNAP: 519.71
VALUE KNAP: 515.96
VALUE MINKNAP: 515.96
VALUE KNAP: 510.84
VALUE MINKNAP: 510.84
VALUE KNAP: 509.09
VALUE MINKNAP: 509.09
VALUE KNAP: 506.89
VALUE MINKNAP: 506.89
VALUE KNAP: 506.78
VALUE MINKNAP: 506.78
VALUE KNAP: 505.89
VALUE MINKNAP: 505.89
VALUE KNAP: 505.86
VALUE MINKNAP: 505.86
VALUE KNAP: 505.77
VALUE MINKNAP: 505.77
VALUE KNAP: 505.02
VALUE MINKNAP: 505.02
SI
