*** pb_200rnd1200.dat ****
VALUE MINKNAP: 202.00
VALUE KNAP: 69.00
VALUE MINKNAP: 69.00
VALUE KNAP: 65.47
VALUE MINKNAP: 65.47
VALUE KNAP: 63.67
VALUE MINKNAP: 63.67
VALUE KNAP: 61.97
VALUE MINKNAP: 61.97
VALUE KNAP: 59.90
VALUE MINKNAP: 59.90
VALUE KNAP: 54.86
VALUE MINKNAP: 54.86
VALUE KNAP: 52.21
VALUE MINKNAP: 52.21
VALUE KNAP: 50.50
VALUE MINKNAP: 50.50
VALUE KNAP: 49.65
VALUE MINKNAP: 49.65
VALUE KNAP: 49.52
VALUE MINKNAP: 49.52
VALUE KNAP: 47.90
VALUE MINKNAP: 47.90
VALUE KNAP: 47.82
VALUE MINKNAP: 47.82
VALUE KNAP: 47.29
VALUE MINKNAP: 47.29
VALUE KNAP: 47.36
VALUE MINKNAP: 47.36
VALUE KNAP: 47.11
VALUE MINKNAP: 47.11
VALUE KNAP: 47.22
VALUE MINKNAP: 47.22
VALUE KNAP: 46.88
VALUE MINKNAP: 46.88
VALUE KNAP: 46.58
VALUE MINKNAP: 46.58
VALUE KNAP: 46.54
VALUE MINKNAP: 46.54
VALUE KNAP: 46.35
VALUE MINKNAP: 46.35
VALUE KNAP: 46.33
VALUE MINKNAP: 46.33
VALUE KNAP: 46.32
VALUE MINKNAP: 46.32
VALUE KNAP: 46.16
VALUE MINKNAP: 46.16
VALUE KNAP: 46.08
VALUE MINKNAP: 46.08
VALUE KNAP: 46.03
VALUE MINKNAP: 46.03
VALUE KNAP: 46.01
VALUE MINKNAP: 46.01
VALUE KNAP: 45.97
VALUE MINKNAP: 45.97
VALUE KNAP: 45.89
VALUE MINKNAP: 45.89
VALUE KNAP: 45.89
VALUE MINKNAP: 45.89
VALUE KNAP: 45.88
VALUE MINKNAP: 45.88
VALUE KNAP: 45.86
VALUE MINKNAP: 45.86
VALUE KNAP: 45.84
VALUE MINKNAP: 45.84
VALUE KNAP: 45.84
VALUE MINKNAP: 45.84
VALUE KNAP: 45.80
VALUE MINKNAP: 45.80
VALUE KNAP: 45.80
VALUE MINKNAP: 45.80
VALUE KNAP: 45.79
VALUE MINKNAP: 45.79
VALUE KNAP: 45.78
VALUE MINKNAP: 45.78
VALUE KNAP: 45.78
VALUE MINKNAP: 45.78
VALUE KNAP: 45.76
VALUE MINKNAP: 45.76
VALUE KNAP: 45.76
VALUE MINKNAP: 45.76
VALUE KNAP: 45.75
VALUE MINKNAP: 45.75
VALUE KNAP: 45.75
VALUE MINKNAP: 45.75
VALUE KNAP: 45.75
VALUE MINKNAP: 45.75
VALUE KNAP: 45.75
VALUE MINKNAP: 45.75
VALUE KNAP: 45.74
VALUE MINKNAP: 45.74
VALUE KNAP: 45.74
VALUE MINKNAP: 45.74
VALUE KNAP: 45.73
VALUE MINKNAP: 45.73
VALUE KNAP: 45.73
VALUE MINKNAP: 45.73
VALUE KNAP: 45.73
VALUE MINKNAP: 45.73
VALUE KNAP: 45.73
VALUE MINKNAP: 45.73
VALUE KNAP: 45.73
VALUE MINKNAP: 45.73
VALUE KNAP: 45.73
VALUE MINKNAP: 45.73
VALUE KNAP: 45.72
VALUE MINKNAP: 45.72
VALUE KNAP: 45.72
VALUE MINKNAP: 45.72
VALUE KNAP: 45.72
VALUE MINKNAP: 45.72
VALUE KNAP: 45.72
VALUE MINKNAP: 45.72
VALUE KNAP: 45.72
VALUE MINKNAP: 45.72
VALUE KNAP: 45.72
VALUE MINKNAP: 45.72
VALUE KNAP: 45.72
