*** pb_100rnd0900.dat ****
VALUE KNAP: 780.00
VALUE MINKNAP: 780.00
VALUE KNAP: 808.82
VALUE MINKNAP: 808.82
VALUE KNAP: 813.18
VALUE MINKNAP: 813.18
VALUE KNAP: 798.30
VALUE MINKNAP: 798.30
VALUE KNAP: 800.09
VALUE MINKNAP: 800.09
VALUE KNAP: 778.23
VALUE MINKNAP: 778.23
VALUE KNAP: 795.30
VALUE MINKNAP: 795.30
VALUE KNAP: 773.64
VALUE MINKNAP: 773.64
VALUE KNAP: 774.18
VALUE MINKNAP: 774.18
VALUE KNAP: 770.83
VALUE MINKNAP: 770.83
VALUE KNAP: 773.20
VALUE MINKNAP: 773.20
VALUE KNAP: 770.76
VALUE MINKNAP: 770.76
VALUE KNAP: 645.75
VALUE MINKNAP: 645.75
VALUE KNAP: 637.93
VALUE MINKNAP: 637.93
VALUE KNAP: 621.26
VALUE MINKNAP: 621.26
VALUE KNAP: 614.87
VALUE MINKNAP: 614.87
VALUE KNAP: 608.79
VALUE MINKNAP: 608.79
VALUE KNAP: 580.10
VALUE MINKNAP: 580.10
VALUE KNAP: 577.74
VALUE MINKNAP: 577.74
VALUE KNAP: 571.82
VALUE MINKNAP: 571.82
VALUE KNAP: 573.01
VALUE MINKNAP: 573.01
VALUE KNAP: 569.98
VALUE MINKNAP: 569.98
VALUE KNAP: 571.38
VALUE MINKNAP: 571.38
VALUE KNAP: 569.81
VALUE MINKNAP: 569.81
VALUE KNAP: 553.54
VALUE MINKNAP: 553.54
VALUE KNAP: 556.88
VALUE MINKNAP: 556.88
VALUE KNAP: 553.08
VALUE MINKNAP: 553.08
VALUE KNAP: 553.01
VALUE MINKNAP: 553.01
VALUE KNAP: 553.01
VALUE MINKNAP: 553.01
VALUE KNAP: 552.46
VALUE MINKNAP: 552.46
VALUE KNAP: 552.47
VALUE MINKNAP: 552.47
VALUE KNAP: 552.06
VALUE MINKNAP: 552.06
VALUE KNAP: 544.94
VALUE MINKNAP: 544.94
VALUE KNAP: 545.45
VALUE MINKNAP: 545.45
VALUE KNAP: 543.57
VALUE MINKNAP: 543.57
VALUE KNAP: 544.93
VALUE MINKNAP: 544.93
VALUE KNAP: 543.44
VALUE MINKNAP: 543.44
VALUE KNAP: 544.67
VALUE MINKNAP: 544.67
VALUE KNAP: 543.54
VALUE MINKNAP: 543.54
VALUE KNAP: 543.99
VALUE MINKNAP: 543.99
VALUE KNAP: 543.76
VALUE MINKNAP: 543.76
VALUE KNAP: 540.27
VALUE MINKNAP: 540.27
VALUE KNAP: 540.23
VALUE MINKNAP: 540.23
VALUE KNAP: 540.18
VALUE MINKNAP: 540.18
VALUE KNAP: 540.11
VALUE MINKNAP: 540.11
VALUE KNAP: 540.24
VALUE MINKNAP: 540.24
VALUE KNAP: 539.93
VALUE MINKNAP: 539.93
VALUE KNAP: 538.22
VALUE MINKNAP: 538.22
VALUE KNAP: 538.79
VALUE MINKNAP: 538.79
VALUE KNAP: 537.94
VALUE MINKNAP: 537.94
VALUE KNAP: 538.59
VALUE MINKNAP: 538.59
VALUE KNAP: 538.04
VALUE MINKNAP: 538.04
VALUE KNAP: 538.54
VALUE MINKNAP: 538.54
VALUE KNAP: 538.06
VALUE MINKNAP: 538.06
VALUE KNAP: 538.44
VALUE MINKNAP: 538.44
VALUE KNAP: 538.12
VALUE MINKNAP: 538.12
VALUE KNAP: 537.33
VALUE MINKNAP: 537.33
VALUE KNAP: 537.51
VALUE MINKNAP: 537.51
VALUE KNAP: 537.33
VALUE MINKNAP: 537.34
VALUE KNAP: 537.44
VALUE MINKNAP: 537.44
VALUE KNAP: 537.35
VALUE MINKNAP: 537.35
VALUE KNAP: 537.38
VALUE MINKNAP: 537.38
VALUE KNAP: 537.45
VALUE MINKNAP: 537.45
VALUE KNAP: 537.25
VALUE MINKNAP: 537.25
VALUE KNAP: 537.48
VALUE MINKNAP: 537.48
VALUE KNAP: 537.21
VALUE MINKNAP: 537.21
VALUE KNAP: 536.93
VALUE MINKNAP: 536.93
VALUE KNAP: 536.99
VALUE MINKNAP: 536.99
VALUE KNAP: 536.93
VALUE MINKNAP: 536.93
VALUE KNAP: 536.94
VALUE MINKNAP: 536.94
VALUE KNAP: 536.92
VALUE MINKNAP: 536.92
VALUE KNAP: 536.93
VALUE MINKNAP: 536.93
VALUE KNAP: 536.89
VALUE MINKNAP: 536.89
VALUE KNAP: 536.94
VALUE MINKNAP: 536.94
VALUE KNAP: 536.87
VALUE MINKNAP: 536.87
VALUE KNAP: 536.71
VALUE MINKNAP: 536.71
VALUE KNAP: 536.72
VALUE MINKNAP: 536.72
VALUE KNAP: 536.71
VALUE MINKNAP: 536.71
VALUE KNAP: 536.70
VALUE MINKNAP: 536.70
VALUE KNAP: 536.71
VALUE MINKNAP: 536.71
VALUE KNAP: 536.69
VALUE MINKNAP: 536.69
VALUE KNAP: 536.71
VALUE MINKNAP: 536.71
VALUE KNAP: 536.68
VALUE MINKNAP: 536.68
VALUE KNAP: 536.59
VALUE MINKNAP: 536.58
VALUE KNAP: 536.62
VALUE MINKNAP: 536.62
VALUE KNAP: 536.58
VALUE MINKNAP: 536.58
VALUE KNAP: 536.61
VALUE MINKNAP: 536.61
VALUE KNAP: 536.58
VALUE MINKNAP: 536.58
VALUE KNAP: 536.61
VALUE MINKNAP: 536.61
VALUE KNAP: 536.58
VALUE MINKNAP: 536.58
VALUE KNAP: 536.60
VALUE MINKNAP: 536.60
VALUE KNAP: 536.59
VALUE MINKNAP: 536.59
VALUE KNAP: 536.53
VALUE MINKNAP: 536.53
VALUE KNAP: 536.55
VALUE MINKNAP: 536.55
VALUE KNAP: 536.53
VALUE MINKNAP: 536.53
VALUE KNAP: 536.55
VALUE MINKNAP: 536.55
VALUE KNAP: 536.53
