*** pb_200rnd0300.dat ****
VALUE KNAP: 1547.00
VALUE MINKNAP: 1547.00
VALUE KNAP: 1513.41
VALUE MINKNAP: 1513.41
VALUE KNAP: 1585.31
VALUE MINKNAP: 1585.31
VALUE KNAP: 1646.39
VALUE MINKNAP: 1646.39
VALUE KNAP: 1797.91
VALUE MINKNAP: 1797.91
VALUE KNAP: 1710.90
VALUE MINKNAP: 1710.90
VALUE KNAP: 1793.16
VALUE MINKNAP: 1793.16
VALUE KNAP: 1752.06
VALUE MINKNAP: 1752.06
VALUE KNAP: 1792.95
VALUE MINKNAP: 1792.95
VALUE KNAP: 1787.46
VALUE MINKNAP: 1787.46
VALUE KNAP: 1804.73
VALUE MINKNAP: 1804.73
VALUE KNAP: 1788.78
VALUE MINKNAP: 1788.78
VALUE KNAP: 1415.81
VALUE MINKNAP: 1415.81
VALUE KNAP: 1285.40
VALUE MINKNAP: 1285.40
VALUE KNAP: 1236.90
VALUE MINKNAP: 1236.90
VALUE KNAP: 1268.92
VALUE MINKNAP: 1268.92
VALUE KNAP: 1253.68
VALUE MINKNAP: 1253.68
VALUE KNAP: 1242.16
VALUE MINKNAP: 1242.16
VALUE KNAP: 1123.90
VALUE MINKNAP: 1123.90
VALUE KNAP: 1141.52
VALUE MINKNAP: 1141.52
VALUE KNAP: 1128.02
VALUE MINKNAP: 1128.02
VALUE KNAP: 1133.10
VALUE MINKNAP: 1133.10
VALUE KNAP: 1132.34
VALUE MINKNAP: 1132.34
VALUE KNAP: 1139.64
VALUE MINKNAP: 1139.64
VALUE KNAP: 1129.78
VALUE MINKNAP: 1129.78
VALUE KNAP: 1138.30
VALUE MINKNAP: 1138.30
VALUE KNAP: 1128.30
VALUE MINKNAP: 1128.30
VALUE KNAP: 1077.90
VALUE MINKNAP: 1077.90
VALUE KNAP: 1082.94
VALUE MINKNAP: 1082.94
VALUE KNAP: 1077.79
VALUE MINKNAP: 1077.79
VALUE KNAP: 1081.76
VALUE MINKNAP: 1081.76
VALUE KNAP: 1082.07
VALUE MINKNAP: 1082.07
VALUE KNAP: 1079.59
VALUE MINKNAP: 1079.59
VALUE KNAP: 1083.19
VALUE MINKNAP: 1083.19
VALUE KNAP: 1078.39
VALUE MINKNAP: 1078.39
VALUE KNAP: 1083.95
VALUE MINKNAP: 1083.95
VALUE KNAP: 1077.90
VALUE MINKNAP: 1077.90
VALUE KNAP: 1049.72
VALUE MINKNAP: 1049.72
VALUE KNAP: 1054.94
VALUE MINKNAP: 1054.94
VALUE KNAP: 1051.55
VALUE MINKNAP: 1051.55
VALUE KNAP: 1054.23
VALUE MINKNAP: 1054.23
VALUE KNAP: 1052.38
VALUE MINKNAP: 1052.38
VALUE KNAP: 1053.47
VALUE MINKNAP: 1053.47
VALUE KNAP: 1052.72
VALUE MINKNAP: 1052.72
VALUE KNAP: 1052.78
VALUE MINKNAP: 1052.78
VALUE KNAP: 1053.64
VALUE MINKNAP: 1053.64
VALUE KNAP: 1052.56
VALUE MINKNAP: 1052.56
VALUE KNAP: 1037.82
VALUE MINKNAP: 1037.82
VALUE KNAP: 1041.14
